 gmid0.5         idw0.5         
 6.14417048e+00  3.26715914e+00 
 5.99387440e+00  3.47156468e+00 
 5.85014976e+00  3.68334104e+00 
 5.71258237e+00  3.90254508e+00 
 5.58079114e+00  4.12923074e+00 
 5.45442494e+00  4.36344912e+00 
 5.33315979e+00  4.60524849e+00 
 5.21669638e+00  4.85467436e+00 
 5.10475779e+00  5.11176955e+00 
 4.99708753e+00  5.37657422e+00 
 4.89344768e+00  5.64912587e+00 
 4.79361730e+00  5.92945948e+00 
 4.69739094e+00  6.21760745e+00 
 4.60457737e+00  6.51359969e+00 
 4.51499832e+00  6.81746366e+00 
 4.42848750e+00  7.12922437e+00 
 4.34488953e+00  7.44890442e+00 
 4.26405915e+00  7.77652406e+00 
 4.18586033e+00  8.11210117e+00 
 4.11016564e+00  8.45565131e+00 
 4.03685553e+00  8.80718776e+00 
 3.96581775e+00  9.16672149e+00 
 3.89694681e+00  9.53426123e+00 
 3.83014345e+00  9.90981345e+00 
 3.76531424e+00  1.02933824e+01 
 3.70237111e+00  1.06849702e+01 
 3.64123101e+00  1.10845765e+01 
 3.58181553e+00  1.14921991e+01 
 3.52405060e+00  1.19078334e+01 
 3.46786619e+00  1.23314726e+01 
 3.41319603e+00  1.27631080e+01 
 3.35997738e+00  1.32027284e+01 
 3.30815078e+00  1.36503206e+01 
 3.25765988e+00  1.41058693e+01 
 3.20845116e+00  1.45693569e+01 
 3.16047387e+00  1.50407637e+01 
 3.11367974e+00  1.55200680e+01 
 3.06802292e+00  1.60072458e+01 
 3.02345979e+00  1.65022709e+01 
 2.97994885e+00  1.70051151e+01 
 2.93745056e+00  1.75157479e+01 
 2.89592729e+00  1.80341367e+01 
 2.85534315e+00  1.85602469e+01 
 2.81566393e+00  1.90940416e+01 
 2.77685699e+00  1.96354816e+01 
 2.73889118e+00  2.01845260e+01 
 2.70173678e+00  2.07411312e+01 
 2.66536538e+00  2.13052520e+01 
 2.62974985e+00  2.18768406e+01 
 2.59486427e+00  2.24558474e+01 
 2.56068384e+00  2.30422205e+01 
 2.52718487e+00  2.36359059e+01 
 2.49434467e+00  2.42368476e+01 
 2.46214157e+00  2.48449872e+01 
 2.43055478e+00  2.54602646e+01 
 2.39956445e+00  2.60826174e+01 
 2.36915154e+00  2.67119812e+01 
 2.33929783e+00  2.73482896e+01 
 2.30998587e+00  2.79914740e+01 
 2.28119893e+00  2.86414639e+01 
 2.25292101e+00  2.92981870e+01 
 2.22513674e+00  2.99615688e+01 
 2.19783142e+00  3.06315330e+01 
 2.17099094e+00  3.13080014e+01 
 2.14460178e+00  3.19908938e+01 
 2.11865099e+00  3.26801283e+01 
 2.09312612e+00  3.33756213e+01 
 2.06801526e+00  3.40772872e+01 
 2.04330698e+00  3.47850389e+01 
 2.01899031e+00  3.54987876e+01 
 1.99505472e+00  3.62184427e+01 
 1.97149013e+00  3.69439121e+01 
 1.94828684e+00  3.76751024e+01 
 1.92543557e+00  3.84119183e+01 
 1.90292738e+00  3.91542635e+01 
 1.88075372e+00  3.99020399e+01 
 1.85890635e+00  4.06551484e+01 
 1.83737738e+00  4.14134885e+01 
 1.81615923e+00  4.21769584e+01 
 1.79524461e+00  4.29454554e+01 
 1.77462651e+00  4.37188755e+01 
 1.75429822e+00  4.44971138e+01 
 1.73425327e+00  4.52800642e+01 
 1.71448543e+00  4.60676200e+01 
 1.69498873e+00  4.68596735e+01 
 1.67575742e+00  4.76561161e+01 
 1.65678596e+00  4.84568388e+01 
 1.63806903e+00  4.92617316e+01 
 1.61960148e+00  5.00706842e+01 
 1.60137839e+00  5.08835856e+01 
 1.58339499e+00  5.17003245e+01 
 1.56564669e+00  5.25207890e+01 
 1.54812906e+00  5.33448671e+01 
 1.53083782e+00  5.41724463e+01 
 1.51376887e+00  5.50034141e+01 
 1.49691820e+00  5.58376578e+01 
 1.48028198e+00  5.66750646e+01 
 1.46385647e+00  5.75155218e+01 
 1.44763810e+00  5.83589164e+01 
 1.43162336e+00  5.92051360e+01 
 1.41580889e+00  6.00540681e+01 
 1.40019142e+00  6.09056003e+01 
 1.38476778e+00  6.17596208e+01 
 1.36953489e+00  6.26160178e+01 
 1.35448977e+00  6.34746802e+01 
 1.33962953e+00  6.43354971e+01 
 1.32495133e+00  6.51983582e+01 
 1.31045246e+00  6.60631536e+01 
 1.29613022e+00  6.69297743e+01 
 1.28198203e+00  6.77981116e+01 
 1.26800536e+00  6.86680577e+01 
 1.25419774e+00  6.95395053e+01 
 1.24055675e+00  7.04123481e+01 
 1.22708005e+00  7.12864805e+01 
 1.21376535e+00  7.21617977e+01 
 1.20061038e+00  7.30381958e+01 
 1.18761296e+00  7.39155719e+01 
 1.17477094e+00  7.47938238e+01 
 1.16208221e+00  7.56728506e+01 
 1.14954470e+00  7.65525521e+01 
 1.13715640e+00  7.74328293e+01 
 1.12491532e+00  7.83135843e+01 
 1.11281951e+00  7.91947202e+01 
 1.10086705e+00  8.00761412e+01 
 1.08905609e+00  8.09577526e+01 
 1.07738475e+00  8.18394609e+01 
 1.06585124e+00  8.27211737e+01 
 1.05445376e+00  8.36028000e+01 
 1.04319055e+00  8.44842497e+01 
 1.03205990e+00  8.53654340e+01 
 1.02106009e+00  8.62462655e+01 
 1.01018944e+00  8.71266579e+01 
 9.99446308e-01  8.80065260e+01 
 9.88829059e-01  8.88857861e+01 
 9.78336086e-01  8.97643556e+01 
 9.67965805e-01  9.06421534e+01 
 9.57716652e-01  9.15190993e+01 
 9.47587086e-01  9.23951147e+01 
 9.37575585e-01  9.32701220e+01 
 9.27680646e-01  9.41440453e+01 
 9.17900787e-01  9.50168095e+01 
 9.08234543e-01  9.58883410e+01 
 8.98680468e-01  9.67585676e+01 
 8.89237135e-01  9.76274183e+01 
 8.79903133e-01  9.84948231e+01 
 8.70677070e-01  9.93607137e+01 
 8.61557568e-01  1.00225023e+02 
 8.52543269e-01  1.01087684e+02 
 8.43632828e-01  1.01948634e+02 
 8.34824918e-01  1.02807808e+02 
 8.26118228e-01  1.03665144e+02 
 8.17511462e-01  1.04520581e+02 
 8.09003339e-01  1.05374060e+02 
 8.00592592e-01  1.06225521e+02 
 7.92277973e-01  1.07074908e+02 
 7.84058244e-01  1.07922164e+02 
 7.75932184e-01  1.08767235e+02 
 7.67898586e-01  1.09610067e+02 
 7.59956259e-01  1.10450606e+02 
 7.52104022e-01  1.11288802e+02 
 7.44340713e-01  1.12124605e+02 
 7.36665179e-01  1.12957964e+02 
 7.29076285e-01  1.13788833e+02 
 7.21572907e-01  1.14617163e+02 
 7.14153935e-01  1.15442910e+02 
 7.06818273e-01  1.16266029e+02 
 6.99564837e-01  1.17086475e+02 
 6.92392559e-01  1.17904206e+02 
 6.85300381e-01  1.18719181e+02 
 6.78287258e-01  1.19531359e+02 
 6.71352161e-01  1.20340700e+02 
 6.64494071e-01  1.21147166e+02 
 6.57711982e-01  1.21950719e+02 
 6.51004902e-01  1.22751323e+02 
 6.44371849e-01  1.23548942e+02 
 6.37811855e-01  1.24343541e+02 
 6.31323964e-01  1.25135086e+02 
 6.24907233e-01  1.25923546e+02 
 6.18560730e-01  1.26708887e+02 
 6.12283535e-01  1.27491078e+02 
 6.06074740e-01  1.28270091e+02 
 5.99933448e-01  1.29045894e+02 
 5.93858776e-01  1.29818460e+02 
 5.87849850e-01  1.30587762e+02 
 5.81905808e-01  1.31353771e+02 
 5.76025802e-01  1.32116463e+02 
 5.70208991e-01  1.32875813e+02 
 5.64454548e-01  1.33631795e+02 
 5.58761656e-01  1.34384387e+02 
 5.53129510e-01  1.35133564e+02 
 5.47557314e-01  1.35879307e+02 
 5.42044285e-01  1.36621592e+02 
 5.36589649e-01  1.37360399e+02 
 5.31192642e-01  1.38095708e+02 
 5.25852513e-01  1.38827501e+02 
 5.20568519e-01  1.39555758e+02 
 5.15339928e-01  1.40280462e+02 
 5.10166017e-01  1.41001595e+02 
 5.05046076e-01  1.41719141e+02 
 4.99979401e-01  1.42433084e+02 
 4.94965300e-01  1.43143408e+02 
 4.90003091e-01  1.43850099e+02 
 4.85092101e-01  1.44553143e+02 
 4.80231666e-01  1.45252527e+02 
 4.75421131e-01  1.45948236e+02 
 4.70659851e-01  1.46640260e+02 
 4.65947190e-01  1.47328586e+02 
 4.61282522e-01  1.48013203e+02 
 4.56665229e-01  1.48694101e+02 
 gmid2           idw2           
 2.50846257e+01  7.99566104e-09 
 2.54518836e+01  1.02948170e-08 
 2.57551512e+01  1.32994627e-08 
 2.60067207e+01  1.72286121e-08 
 2.62168821e+01  2.23699877e-08 
 2.63940878e+01  2.91017836e-08 
 2.65451816e+01  3.79213810e-08 
 2.66756445e+01  4.94832609e-08 
 2.67898288e+01  6.46490770e-08 
 2.68911686e+01  8.45538233e-08 
 2.69823593e+01  1.10693313e-07 
 2.70655088e+01  1.45039878e-07 
 2.71422608e+01  1.90195468e-07 
 2.72138937e+01  2.49594328e-07 
 2.72814006e+01  3.27771418e-07 
 2.73455517e+01  4.30718074e-07 
 2.74069443e+01  5.66353434e-07 
 2.74660410e+01  7.45149598e-07 
 2.75231999e+01  9.80960991e-07 
 2.75786982e+01  1.29212505e-06 
 2.76327498e+01  1.70292364e-06 
 2.76855191e+01  2.24552404e-06 
 2.77371315e+01  2.96255802e-06 
 2.77876809e+01  3.91054991e-06 
 2.78372354e+01  5.16447471e-06 
 2.78858406e+01  6.82382082e-06 
 2.79335219e+01  9.02065664e-06 
 2.79802847e+01  1.19303662e-05 
 2.80261139e+01  1.57859407e-05 
 2.80709708e+01  2.08970076e-05 
 2.81147886e+01  2.76751714e-05 
 2.81574661e+01  3.66677619e-05 
 2.81988577e+01  4.86027791e-05 
 2.82387606e+01  6.44487379e-05 
 2.82768965e+01  8.54943289e-05 
 2.83128879e+01  1.13454394e-04 
 2.83462262e+01  1.50610793e-04 
 2.83762292e+01  1.99999402e-04 
 2.84019854e+01  2.65657913e-04 
 2.84222815e+01  3.52953361e-04 
 2.84355081e+01  4.69013504e-04 
 2.84395398e+01  6.23292251e-04 
 2.84315854e+01  8.28305872e-04 
 2.84080059e+01  1.10058293e-03 
 2.83641041e+01  1.46187482e-03 
 2.82938982e+01  1.94067246e-03 
 2.81899141e+01  2.57406224e-03 
 2.80430552e+01  3.40992428e-03 
 2.78426529e+01  4.50941781e-03 
 2.75768379e+01  5.94960690e-03 
 2.72333853e+01  7.82595608e-03 
 2.68011267e+01  1.02542936e-02 
 2.62718509e+01  1.33717530e-02 
 2.56423426e+01  1.73362325e-02 
 2.49159623e+01  2.23241184e-02 
 2.41031438e+01  2.85263748e-02 
 2.32204909e+01  3.61435052e-02 
 2.22886760e+01  4.53801545e-02 
 2.13297720e+01  5.64401410e-02 
 2.03647582e+01  6.95224895e-02 
 1.94117252e+01  8.48187103e-02 
 1.84849509e+01  1.02511273e-01 
 1.75947395e+01  1.22773041e-01 
 1.67477752e+01  1.45767379e-01 
 1.59477381e+01  1.71648648e-01 
 1.51959895e+01  2.00562910e-01 
 1.44922099e+01  2.32648669e-01 
 1.38349350e+01  2.68037596e-01 
 1.32219763e+01  3.06855183e-01 
 1.26507337e+01  3.49221313e-01 
 1.21184181e+01  3.95250743e-01 
 1.16222041e+01  4.45053521e-01 
 1.11593294e+01  4.98735329e-01 
 1.07271564e+01  5.56397772e-01 
 1.03232071e+01  6.18138622e-01 
 9.94517912e+00  6.84052030e-01 
 9.59095087e+00  7.54228698e-01 
 9.25857775e+00  8.28756041e-01 
 8.94628437e+00  9.07718315e-01 
 8.65245397e+00  9.91196743e-01 
 8.37561657e+00  1.07926962e+00 
 8.11443677e+00  1.17201241e+00 
 7.86770182e+00  1.26949782e+00 
 7.63431021e+00  1.37179593e+00 
 7.41326098e+00  1.47897420e+00 
 7.20364394e+00  1.59109761e+00 
 7.00463066e+00  1.70822865e+00 
 6.81546638e+00  1.83042747e+00 
 6.63546262e+00  1.95775188e+00 
 6.46399061e+00  2.09025740e+00 
 6.30047540e+00  2.22799737e+00 
 6.14439051e+00  2.37102296e+00 
 5.99525324e+00  2.51938320e+00 
 5.85262039e+00  2.67312508e+00 
 5.71608451e+00  2.83229358e+00 
 5.58527049e+00  2.99693168e+00 
 5.45983252e+00  3.16708043e+00 
 5.33945140e+00  3.34277899e+00 
 5.22383209e+00  3.52406468e+00 
 5.11270154e+00  3.71097296e+00 
 5.00580672e+00  3.90353756e+00 
 4.90291286e+00  4.10179042e+00 
 4.80380187e+00  4.30576178e+00 
 4.70827091e+00  4.51548019e+00 
 4.61613111e+00  4.73097255e+00 
 4.52720638e+00  4.95226414e+00 
 4.44133240e+00  5.17937861e+00 
 4.35835563e+00  5.41233808e+00 
 4.27813246e+00  5.65116309e+00 
 4.20052845e+00  5.89587266e+00 
 4.12541757e+00  6.14648430e+00 
 4.05268159e+00  6.40301404e+00 
 3.98220947e+00  6.66547645e+00 
 3.91389684e+00  6.93388464e+00 
 3.84764549e+00  7.20825029e+00 
 3.78336293e+00  7.48858366e+00 
 3.72096197e+00  7.77489360e+00 
 3.66036035e+00  8.06718758e+00 
 3.60148042e+00  8.36547167e+00 
 3.54424876e+00  8.66975057e+00 
 3.48859594e+00  8.98002761e+00 
 3.43445626e+00  9.29630475e+00 
 3.38176744e+00  9.61858262e+00 
 3.33047046e+00  9.94686047e+00 
 3.28050933e+00  1.02811362e+01 
 3.23183086e+00  1.06214064e+01 
 3.18438453e+00  1.09676662e+01 
 3.13812230e+00  1.13199094e+01 
 3.09299847e+00  1.16781286e+01 
 3.04896952e+00  1.20423149e+01 
 3.00599398e+00  1.24124580e+01 
 2.96403234e+00  1.27885463e+01 
 2.92304690e+00  1.31705667e+01 
 2.88300168e+00  1.35585049e+01 
 2.84386231e+00  1.39523451e+01 
 2.80559596e+00  1.43520699e+01 
 2.76817124e+00  1.47576608e+01 
 2.73155814e+00  1.51690976e+01 
 2.69572794e+00  1.55863588e+01 
 2.66065312e+00  1.60094213e+01 
 2.62630735e+00  1.64382607e+01 
 2.59266540e+00  1.68728509e+01 
 2.55970307e+00  1.73131644e+01 
 2.52739718e+00  1.77591722e+01 
 2.49572548e+00  1.82108436e+01 
 2.46466663e+00  1.86681465e+01 
 2.43420015e+00  1.91310473e+01 
 2.40430637e+00  1.95995105e+01 
 2.37496642e+00  2.00734992e+01 
 2.34616217e+00  2.05529751e+01 
 2.31787622e+00  2.10378978e+01 
 2.29009184e+00  2.15282257e+01 
 2.26279297e+00  2.20239154e+01 
 2.23596417e+00  2.25249217e+01 
 2.20959063e+00  2.30311979e+01 
 2.18365808e+00  2.35426956e+01 
 2.15815286e+00  2.40593649e+01 
 2.13306180e+00  2.45811539e+01 
 2.10837229e+00  2.51080092e+01 
 2.08407218e+00  2.56398758e+01 
 2.06014984e+00  2.61766971e+01 
 2.03659406e+00  2.67184145e+01 
 2.01339412e+00  2.72649681e+01 
 1.99053970e+00  2.78162962e+01 
 1.96802090e+00  2.83723355e+01 
 1.94582823e+00  2.89330213e+01 
 1.92395258e+00  2.94982869e+01 
 1.90238522e+00  3.00680644e+01 
 1.88111778e+00  3.06422843e+01 
 1.86014222e+00  3.12208754e+01 
 1.83945086e+00  3.18037652e+01 
 1.81903633e+00  3.23908798e+01 
 1.79889158e+00  3.29821436e+01 
 1.77900984e+00  3.35774800e+01 
 1.75938467e+00  3.41768107e+01 
 1.74000987e+00  3.47800564e+01 
 1.72087952e+00  3.53871364e+01 
 1.70198797e+00  3.59979689e+01 
 1.68332982e+00  3.66124708e+01 
 1.66489988e+00  3.72305579e+01 
 1.64669323e+00  3.78521452e+01 
 1.62870514e+00  3.84771465e+01 
 1.61093110e+00  3.91054746e+01 
 1.59336682e+00  3.97370415e+01 
 1.57600817e+00  4.03717585e+01 
 1.55885123e+00  4.10095360e+01 
 1.54189224e+00  4.16502836e+01 
 1.52512763e+00  4.22939105e+01 
 1.50855397e+00  4.29403253e+01 
 1.49216800e+00  4.35894358e+01 
 1.47596658e+00  4.42411496e+01 
 1.45994674e+00  4.48953739e+01 
 1.44410561e+00  4.55520156e+01 
 1.42844047e+00  4.62109812e+01 
 1.41294870e+00  4.68721771e+01 
 1.39762779e+00  4.75355096e+01 
 1.38247535e+00  4.82008848e+01 
 1.36748907e+00  4.88682090e+01 
 1.35266675e+00  4.95373884e+01 
 1.33800626e+00  5.02083294e+01 
 1.32350555e+00  5.08809385e+01 
 1.30916266e+00  5.15551224e+01 
 1.29497570e+00  5.22307884e+01 
 1.28094284e+00  5.29078437e+01 
 1.26706231e+00  5.35861962e+01 
 1.25333239e+00  5.42657542e+01 
 1.23975144e+00  5.49464264e+01 
 1.22631783e+00  5.56281223e+01 
 1.21303002e+00  5.63107517e+01 
 1.19988648e+00  5.69942252e+01 
 1.18688572e+00  5.76784542e+01 
 1.17402630e+00  5.83633507e+01 
 1.16130681e+00  5.90488275e+01 
 1.14872585e+00  5.97347982e+01 
 1.13628207e+00  6.04211772e+01 
 1.12397414e+00  6.11078801e+01 
 1.11180075e+00  6.17948230e+01 
 1.09976060e+00  6.24819233e+01 
 1.08785242e+00  6.31690991e+01 
 1.07607496e+00  6.38562697e+01 
 1.06442697e+00  6.45433554e+01 
 1.05290723e+00  6.52302774e+01 
 1.04151452e+00  6.59169583e+01 
 1.03024764e+00  6.66033215e+01 
 1.01910539e+00  6.72892917e+01 
 1.00808659e+00  6.79747945e+01 
 9.97190056e-01  6.86597571e+01 
 9.86414615e-01  6.93441073e+01 
 9.75759104e-01  7.00277745e+01 
 9.65222363e-01  7.07106891e+01 
 9.54803236e-01  7.13927827e+01 
 9.44500574e-01  7.20739881e+01 
 9.34313230e-01  7.27542393e+01 
 9.24240062e-01  7.34334717e+01 
 9.14279931e-01  7.41116215e+01 
 9.04431702e-01  7.47886264e+01 
 8.94694243e-01  7.54644254e+01 
 8.85066424e-01  7.61389584e+01 
 8.75547120e-01  7.68121667e+01 
 8.66135207e-01  7.74839928e+01 
 8.56829566e-01  7.81543804e+01 
 8.47629080e-01  7.88232743e+01 
 8.38532635e-01  7.94906206e+01 
 8.29539120e-01  8.01563665e+01 
 8.20647429e-01  8.08204605e+01 
 8.11856459e-01  8.14828520e+01 
 8.03165108e-01  8.21434918e+01 
 7.94572281e-01  8.28023319e+01 
 7.86076887e-01  8.34593251e+01 
 7.77677837e-01  8.41144257e+01 
 7.69374049e-01  8.47675889e+01 
 7.61164444e-01  8.54187710e+01 
 7.53047947e-01  8.60679295e+01 
 7.45023492e-01  8.67150229e+01 
 7.37090013e-01  8.73600108e+01 
 7.29246455e-01  8.80028538e+01 
 7.21491765e-01  8.86435136e+01 
 7.13824897e-01  8.92819528e+01 
 7.06244812e-01  8.99181352e+01 
 6.98750476e-01  9.05520255e+01 
 6.91340864e-01  9.11835894e+01 
 6.84014955e-01  9.18127934e+01 
 6.76771737e-01  9.24396052e+01 
 6.69610205e-01  9.30639933e+01 
 6.62529361e-01  9.36859272e+01 
 6.55528215e-01  9.43053771e+01 
 6.48605784e-01  9.49223144e+01 
 6.41761095e-01  9.55367112e+01 
 6.34993179e-01  9.61485405e+01 
 6.28301081e-01  9.67577760e+01 
 6.21683849e-01  9.73643925e+01 
 6.15140543e-01  9.79683654e+01 
 6.08670230e-01  9.85696710e+01 
 6.02271987e-01  9.91682863e+01 
 5.95944898e-01  9.97641893e+01 
 5.89688058e-01  1.00357359e+02 
 5.83500570e-01  1.00947773e+02 
 5.77381545e-01  1.01535414e+02 
 5.71330106e-01  1.02120260e+02 
 5.65345384e-01  1.02702295e+02 
 5.59426517e-01  1.03281500e+02 
 5.53572655e-01  1.03857858e+02 
 5.47782958e-01  1.04431352e+02 
 5.42056594e-01  1.05001967e+02 
 5.36392739e-01  1.05569687e+02 
 5.30790581e-01  1.06134498e+02 
 5.25249317e-01  1.06696387e+02 
 5.19768153e-01  1.07255338e+02 
 5.14346304e-01  1.07811341e+02 
 5.08982996e-01  1.08364381e+02 
 5.03677462e-01  1.08914449e+02 
 4.98428948e-01  1.09461533e+02 
 4.93236705e-01  1.10005622e+02 
 4.88099998e-01  1.10546706e+02 
 4.83018098e-01  1.11084776e+02 
 4.77990286e-01  1.11619822e+02 
 4.73015854e-01  1.12151837e+02 
 4.68094102e-01  1.12680811e+02 
 4.63224338e-01  1.13206739e+02 
 4.58405882e-01  1.13729611e+02 
 4.53638060e-01  1.14249423e+02 
 gmid5           idw5           
 2.46741622e+01  6.21075890e-09 
 2.51163510e+01  7.96699986e-09 
 2.54796303e+01  1.02609691e-08 
 2.57785266e+01  1.32591280e-08 
 2.60254936e+01  1.71799835e-08 
 2.62309403e+01  2.23105106e-08 
 2.64034040e+01  2.90278002e-08 
 2.65497876e+01  3.78276077e-08 
 2.66756111e+01  4.93620221e-08 
 2.67852520e+01  6.44891880e-08 
 2.68821590e+01  8.43389688e-08 
 2.69690356e+01  1.10399697e-07 
 2.70479922e+01  1.44632839e-07 
 2.71206717e+01  1.89624605e-07 
 2.71883496e+01  2.48786519e-07 
 2.72520140e+01  3.26620841e-07 
 2.73124292e+01  4.29071961e-07 
 2.73701849e+01  5.63991807e-07 
 2.74257354e+01  7.41756487e-07 
 2.74794286e+01  9.76083612e-07 
 2.75315300e+01  1.28511602e-06 
 2.75822391e+01  1.69285920e-06 
 2.76317031e+01  2.23108862e-06 
 2.76800256e+01  2.94188107e-06 
 2.77272729e+01  3.88097560e-06 
 2.77734778e+01  5.12223662e-06 
 2.78186403e+01  6.76358214e-06 
 2.78627262e+01  8.93485934e-06 
 2.79056630e+01  1.18083080e-05 
 2.79473329e+01  1.56124621e-05 
 2.79875620e+01  2.06506174e-05 
 2.80261050e+01  2.73253565e-05 
 2.80626247e+01  3.61711046e-05 
 2.80966637e+01  4.78973089e-05 
 2.81276076e+01  6.34456456e-05 
 2.81546354e+01  8.40656843e-05 
 2.81766564e+01  1.11414738e-04 
 2.81922278e+01  1.47689209e-04 
 2.81994512e+01  1.95796610e-04 
 2.81958434e+01  2.59579531e-04 
 2.81781816e+01  3.44104895e-04 
 2.81423260e+01  4.56033486e-04 
 2.80830292e+01  6.04085089e-04 
 2.79937604e+01  7.99612372e-04 
 2.78665880e+01  1.05728976e-03 
 2.76921951e+01  1.39590966e-03 
 2.74601303e+01  1.83925488e-03 
 2.71594066e+01  2.41698279e-03 
 2.67795362e+01  3.16541646e-03 
 2.63119861e+01  4.12810321e-03 
 2.57518646e+01  5.35598806e-03 
 2.50994459e+01  6.90708006e-03 
 2.43610370e+01  8.84557041e-03 
 2.35488026e+01  1.12404752e-02 
 2.26794924e+01  1.41639829e-02 
 2.17724056e+01  1.76897436e-02 
 2.08471572e+01  2.18913173e-02 
 1.99217801e+01  2.68409324e-02 
 1.90114749e+01  3.26086084e-02 
 1.81280553e+01  3.92616238e-02 
 1.72799558e+01  4.68642671e-02 
 1.64725974e+01  5.54777891e-02 
 1.57089224e+01  6.51604873e-02 
 1.49899621e+01  7.59678630e-02 
 1.43153554e+01  8.79528129e-02 
 1.36837837e+01  1.01165827e-01 
 1.30933127e+01  1.15655179e-01 
 1.25416495e+01  1.31467103e-01 
 1.20263279e+01  1.48645950e-01 
 1.15448377e+01  1.67234326e-01 
 1.10947109e+01  1.87273214e-01 
 1.06735769e+01  2.08802081e-01 
 1.02791946e+01  2.31858966e-01 
 9.90946991e+00  2.56480564e-01 
 9.56246134e+00  2.82702295e-01 
 9.23637975e+00  3.10558366e-01 
 8.92958296e+00  3.40081824e-01 
 8.64056805e+00  3.71304609e-01 
 8.36796206e+00  4.04257597e-01 
 8.11051227e+00  4.38970637e-01 
 7.86707624e+00  4.75472591e-01 
 7.63661235e+00  5.13791365e-01 
 7.41817063e+00  5.53953943e-01 
 7.21088436e+00  5.95986412e-01 
 7.01396222e+00  6.39913989e-01 
 6.82668112e+00  6.85761049e-01 
 6.64837974e+00  7.33551146e-01 
 6.47845258e+00  7.83307035e-01 
 6.31634467e+00  8.35050694e-01 
 6.16154676e+00  8.88803344e-01 
 6.01359096e+00  9.44585468e-01 
 5.87204695e+00  1.00241683e+00 
 5.73651838e+00  1.06231648e+00 
 5.60663981e+00  1.12430280e+00 
 5.48207386e+00  1.18839349e+00 
 5.36250868e+00  1.25460559e+00 
 5.24765569e+00  1.32295552e+00 
 5.13724749e+00  1.39345905e+00 
 5.03103603e+00  1.46613135e+00 
 4.92879096e+00  1.54098700e+00 
 4.83029812e+00  1.61803997e+00 
 4.73535814e+00  1.69730368e+00 
 4.64378526e+00  1.77879098e+00 
 4.55540621e+00  1.86251416e+00 
 4.47005917e+00  1.94848498e+00 
 4.38759290e+00  2.03671468e+00 
 4.30786587e+00  2.12721396e+00 
 4.23074551e+00  2.21999305e+00 
 4.15610755e+00  2.31506163e+00 
 4.08383535e+00  2.41242894e+00 
 4.01381937e+00  2.51210372e+00 
 3.94595662e+00  2.61409423e+00 
 3.88015017e+00  2.71840829e+00 
 3.81630876e+00  2.82505326e+00 
 3.75434634e+00  2.93403603e+00 
 3.69418175e+00  3.04536309e+00 
 3.63573834e+00  3.15904047e+00 
 3.57894370e+00  3.27507378e+00 
 3.52372935e+00  3.39346823e+00 
 3.47003045e+00  3.51422858e+00 
 3.41778563e+00  3.63735922e+00 
 3.36693669e+00  3.76286412e+00 
 3.31742843e+00  3.89074685e+00 
 3.26920844e+00  4.02101060e+00 
 3.22222696e+00  4.15365815e+00 
 3.17643665e+00  4.28869192e+00 
 3.13179250e+00  4.42611393e+00 
 3.08825165e+00  4.56592582e+00 
 3.04577327e+00  4.70812885e+00 
 3.00431843e+00  4.85272391e+00 
 2.96385001e+00  4.99971151e+00 
 2.92433254e+00  5.14909179e+00 
 2.88573216e+00  5.30086450e+00 
 2.84801649e+00  5.45502902e+00 
 2.81115457e+00  5.61158436e+00 
 2.77511674e+00  5.77052912e+00 
 2.73987460e+00  5.93186154e+00 
 2.70540091e+00  6.09557947e+00 
 2.67166955e+00  6.26168035e+00 
 2.63865546e+00  6.43016124e+00 
 2.60633452e+00  6.60101876e+00 
 2.57468360e+00  6.77424917e+00 
 2.54368039e+00  6.94984826e+00 
 2.51330347e+00  7.12781141e+00 
 2.48353215e+00  7.30813356e+00 
 2.45434653e+00  7.49080919e+00 
 2.42572737e+00  7.67583232e+00 
 2.39765613e+00  7.86319649e+00 
 2.37011488e+00  8.05289474e+00 
 2.34308629e+00  8.24491963e+00 
 2.31655360e+00  8.43926315e+00 
 2.29050057e+00  8.63591680e+00 
 2.26491151e+00  8.83487148e+00 
 2.23977117e+00  9.03611752e+00 
 2.21506478e+00  9.23964466e+00 
 2.19077803e+00  9.44544202e+00 
 2.16689699e+00  9.65349805e+00 
 2.14340818e+00  9.86380055e+00 
 2.12029848e+00  1.00763366e+01 
 2.09755514e+00  1.02910927e+01 
 2.07516579e+00  1.05080544e+01 
 2.05311839e+00  1.07272067e+01 
 2.03140124e+00  1.09485335e+01 
 2.01000299e+00  1.11720182e+01 
 1.98891258e+00  1.13976433e+01 
 1.96811928e+00  1.16253903e+01 
 1.94761269e+00  1.18552398e+01 
 1.92738267e+00  1.20871717e+01 
 1.90741944e+00  1.23211647e+01 
 1.88771346e+00  1.25571967e+01 
 1.86825555e+00  1.27952446e+01 
 1.84903678e+00  1.30352842e+01 
 1.83004854e+00  1.32772904e+01 
 1.81128254e+00  1.35212370e+01 
 1.79273076e+00  1.37670968e+01 
 1.77438549e+00  1.40148414e+01 
 1.75623935e+00  1.42644414e+01 
 1.73828523e+00  1.45158665e+01 
 1.72051636e+00  1.47690851e+01 
 1.70292627e+00  1.50240645e+01 
 1.68550879e+00  1.52807712e+01 
 1.66825810e+00  1.55391702e+01 
 1.65116864e+00  1.57992260e+01 
 1.63423522e+00  1.60609015e+01 
 1.61745293e+00  1.63241590e+01 
 1.60081719e+00  1.65889596e+01 
 1.58432371e+00  1.68552634e+01 
 1.56796854e+00  1.71230297e+01 
