 gmid0.5         ft0.5          
 6.14417048e+00  7.48061662e+08 
 5.99387440e+00  7.73240843e+08 
 5.85014976e+00  7.98589321e+08 
 5.71258237e+00  8.24095659e+08 
 5.58079114e+00  8.49748580e+08 
 5.45442494e+00  8.75536964e+08 
 5.33315979e+00  9.01449835e+08 
 5.21669638e+00  9.27476359e+08 
 5.10475779e+00  9.53605836e+08 
 4.99708753e+00  9.79827693e+08 
 4.89344768e+00  1.00613148e+09 
 4.79361730e+00  1.03250684e+09 
 4.69739094e+00  1.05894357e+09 
 4.60457737e+00  1.08543151e+09 
 4.51499832e+00  1.11196064e+09 
 4.42848750e+00  1.13852101e+09 
 4.34488953e+00  1.16510276e+09 
 4.26405915e+00  1.19169609e+09 
 4.18586033e+00  1.21829131e+09 
 4.11016564e+00  1.24487876e+09 
 4.03685553e+00  1.27144887e+09 
 3.96581775e+00  1.29799212e+09 
 3.89694681e+00  1.32449905e+09 
 3.83014345e+00  1.35096025e+09 
 3.76531424e+00  1.37736637e+09 
 3.70237111e+00  1.40370809e+09 
 3.64123101e+00  1.42997615e+09 
 3.58181553e+00  1.45616133e+09 
 3.52405060e+00  1.48225445e+09 
 3.46786619e+00  1.50824636e+09 
 3.41319603e+00  1.53412798e+09 
 3.35997738e+00  1.55989025e+09 
 3.30815078e+00  1.58552415e+09 
 3.25765988e+00  1.61102071e+09 
 3.20845116e+00  1.63637100e+09 
 3.16047387e+00  1.66156614e+09 
 3.11367974e+00  1.68659729e+09 
 3.06802292e+00  1.71145568e+09 
 3.02345979e+00  1.73613258e+09 
 2.97994885e+00  1.76061931e+09 
 2.93745056e+00  1.78490729e+09 
 2.89592729e+00  1.80898797e+09 
 2.85534315e+00  1.83285289e+09 
 2.81566393e+00  1.85649367e+09 
 2.77685699e+00  1.87990203e+09 
 2.73889118e+00  1.90306977e+09 
 2.70173678e+00  1.92598879e+09 
 2.66536538e+00  1.94865110e+09 
 2.62974985e+00  1.97104882e+09 
 2.59486427e+00  1.99317422e+09 
 2.56068384e+00  2.01501968e+09 
 2.52718487e+00  2.03657772e+09 
 2.49434467e+00  2.05784102e+09 
 2.46214157e+00  2.07880241e+09 
 2.43055478e+00  2.09945489e+09 
 2.39956445e+00  2.11979166e+09 
 2.36915154e+00  2.13980605e+09 
 2.33929783e+00  2.15949165e+09 
 2.30998587e+00  2.17884219e+09 
 2.28119893e+00  2.19785166e+09 
 2.25292101e+00  2.21651423e+09 
 2.22513674e+00  2.23482434e+09 
 2.19783142e+00  2.25277661e+09 
 2.17099094e+00  2.27036596e+09 
 2.14460178e+00  2.28758750e+09 
 2.11865099e+00  2.30443665e+09 
 2.09312612e+00  2.32090904e+09 
 2.06801526e+00  2.33700061e+09 
 2.04330698e+00  2.35270754e+09 
 2.01899031e+00  2.36802629e+09 
 1.99505472e+00  2.38295363e+09 
 1.97149013e+00  2.39748656e+09 
 1.94828684e+00  2.41162241e+09 
 1.92543557e+00  2.42535878e+09 
 1.90292738e+00  2.43869355e+09 
 1.88075372e+00  2.45162490e+09 
 1.85890635e+00  2.46415130e+09 
 1.83737738e+00  2.47627151e+09 
 1.81615923e+00  2.48798457e+09 
 1.79524461e+00  2.49928981e+09 
 1.77462651e+00  2.51018684e+09 
 1.75429822e+00  2.52067555e+09 
 1.73425327e+00  2.53075613e+09 
 1.71448543e+00  2.54042902e+09 
 1.69498873e+00  2.54969493e+09 
 1.67575742e+00  2.55855484e+09 
 1.65678596e+00  2.56700999e+09 
 1.63806903e+00  2.57506187e+09 
 1.61960148e+00  2.58271222e+09 
 1.60137839e+00  2.58996301e+09 
 1.58339499e+00  2.59681646e+09 
 1.56564669e+00  2.60327500e+09 
 1.54812906e+00  2.60934128e+09 
 1.53083782e+00  2.61501816e+09 
 1.51376887e+00  2.62030872e+09 
 1.49691820e+00  2.62521621e+09 
 1.48028198e+00  2.62974407e+09 
 1.46385647e+00  2.63389593e+09 
 1.44763810e+00  2.63767556e+09 
 1.43162336e+00  2.64108693e+09 
 1.41580889e+00  2.64413412e+09 
 1.40019142e+00  2.64682137e+09 
 1.38476778e+00  2.64915306e+09 
 1.36953489e+00  2.65113369e+09 
 1.35448977e+00  2.65276785e+09 
 1.33962953e+00  2.65406027e+09 
 1.32495133e+00  2.65501577e+09 
 1.31045246e+00  2.65563924e+09 
 1.29613022e+00  2.65593568e+09 
 1.28198203e+00  2.65591014e+09 
 1.26800536e+00  2.65556776e+09 
 1.25419774e+00  2.65491370e+09 
 1.24055675e+00  2.65395322e+09 
 1.22708005e+00  2.65269157e+09 
 1.21376535e+00  2.65113408e+09 
 1.20061038e+00  2.64928609e+09 
 1.18761296e+00  2.64715295e+09 
 1.17477094e+00  2.64474006e+09 
 1.16208221e+00  2.64205279e+09 
 1.14954470e+00  2.63909654e+09 
 1.13715640e+00  2.63587670e+09 
 1.12491532e+00  2.63239866e+09 
 1.11281951e+00  2.62866779e+09 
 1.10086705e+00  2.62468944e+09 
 1.08905609e+00  2.62046894e+09 
 1.07738475e+00  2.61601161e+09 
 1.06585124e+00  2.61132272e+09 
 1.05445376e+00  2.60640750e+09 
 1.04319055e+00  2.60127117e+09 
 1.03205990e+00  2.59591889e+09 
 1.02106009e+00  2.59035577e+09 
 1.01018944e+00  2.58458688e+09 
 9.99446308e-01  2.57861725e+09 
 9.88829059e-01  2.57245184e+09 
 9.78336086e-01  2.56609556e+09 
 9.67965805e-01  2.55955327e+09 
 9.57716652e-01  2.55282975e+09 
 9.47587086e-01  2.54592975e+09 
 9.37575585e-01  2.53885793e+09 
 9.27680646e-01  2.53161890e+09 
 9.17900787e-01  2.52421720e+09 
 9.08234543e-01  2.51665729e+09 
 8.98680468e-01  2.50894360e+09 
 8.89237135e-01  2.50108045e+09 
 8.79903133e-01  2.49307210e+09 
 8.70677070e-01  2.48492277e+09 
 8.61557568e-01  2.47663657e+09 
 8.52543269e-01  2.46821757e+09 
 8.43632828e-01  2.45966974e+09 
 8.34824918e-01  2.45099700e+09 
 8.26118228e-01  2.44220321e+09 
 8.17511462e-01  2.43329212e+09 
 8.09003339e-01  2.42426745e+09 
 8.00592592e-01  2.41513282e+09 
 7.92277973e-01  2.40589180e+09 
 7.84058244e-01  2.39654788e+09 
 7.75932184e-01  2.38710448e+09 
 7.67898586e-01  2.37756496e+09 
 7.59956259e-01  2.36793260e+09 
 7.52104022e-01  2.35821062e+09 
 7.44340713e-01  2.34840218e+09 
 7.36665179e-01  2.33851035e+09 
 7.29076285e-01  2.32853816e+09 
 7.21572907e-01  2.31848856e+09 
 7.14153935e-01  2.30836445e+09 
 7.06818273e-01  2.29816865e+09 
 6.99564837e-01  2.28790393e+09 
 6.92392559e-01  2.27757300e+09 
 6.85300381e-01  2.26717850e+09 
 6.78287258e-01  2.25672301e+09 
 6.71352161e-01  2.24620907e+09 
 6.64494071e-01  2.23563914e+09 
 6.57711982e-01  2.22501563e+09 
 6.51004902e-01  2.21434092e+09 
 6.44371849e-01  2.20361729e+09 
 6.37811855e-01  2.19284700e+09 
 6.31323964e-01  2.18203224e+09 
 6.24907233e-01  2.17117517e+09 
 6.18560730e-01  2.16027788e+09 
 6.12283535e-01  2.14934241e+09 
 6.06074740e-01  2.13837076e+09 
 5.99933448e-01  2.12736489e+09 
 5.93858776e-01  2.11632669e+09 
 5.87849850e-01  2.10525802e+09 
 5.81905808e-01  2.09416069e+09 
 5.76025802e-01  2.08303648e+09 
 5.70208991e-01  2.07188711e+09 
 5.64454548e-01  2.06071426e+09 
 5.58761656e-01  2.04951959e+09 
 5.53129510e-01  2.03830468e+09 
 5.47557314e-01  2.02707111e+09 
 5.42044285e-01  2.01582040e+09 
 5.36589649e-01  2.00455405e+09 
 5.31192642e-01  1.99327349e+09 
 5.25852513e-01  1.98198015e+09 
 5.20568519e-01  1.97067542e+09 
 5.15339928e-01  1.95936063e+09 
 5.10166017e-01  1.94803709e+09 
 5.05046076e-01  1.93670611e+09 
 4.99979401e-01  1.92536891e+09 
 4.94965300e-01  1.91402672e+09 
 4.90003091e-01  1.90268073e+09 
 4.85092101e-01  1.89133209e+09 
 4.80231666e-01  1.87998194e+09 
 4.75421131e-01  1.86863138e+09 
 4.70659851e-01  1.85728148e+09 
 4.65947190e-01  1.84593329e+09 
 4.61282522e-01  1.83458783e+09 
 4.56665229e-01  1.82324610e+09 
 gmid2           ft2            
 2.50846257e+01  1.27060835e+01 
 2.54518836e+01  1.66842913e+01 
 2.57551512e+01  2.19207888e+01 
 2.60067207e+01  2.88172935e+01 
 2.62168821e+01  3.79048896e+01 
 2.63940878e+01  4.98860260e+01 
 2.65451816e+01  6.56902515e+01 
 2.66756445e+01  8.65482120e+01 
 2.67898288e+01  1.14089932e+02 
 2.68911686e+01  1.50475409e+02 
 2.69823593e+01  1.98568201e+02 
 2.70655088e+01  2.62166277e+02 
 2.71422608e+01  3.46309113e+02 
 2.72138937e+01  4.57686386e+02 
 2.72814006e+01  6.05182088e+02 
 2.73455517e+01  8.00599180e+02 
 2.74069443e+01  1.05962505e+03 
 2.74660410e+01  1.40311821e+03 
 2.75231999e+01  1.85882375e+03 
 2.75786982e+01  2.46366102e+03 
 2.76327498e+01  3.26677541e+03 
 2.76855191e+01  4.33361046e+03 
 2.77371315e+01  5.75134265e+03 
 2.77876809e+01  7.63613626e+03 
 2.78372354e+01  1.01428289e+04 
 2.78858406e+01  1.34778625e+04 
 2.79335219e+01  1.79165470e+04 
 2.79802847e+01  2.38261025e+04 
 2.80261139e+01  3.16964042e+04 
 2.80709708e+01  4.21809777e+04 
 2.81147886e+01  5.61516132e+04 
 2.81574661e+01  7.47710208e+04 
 2.81988577e+01  9.95892998e+04 
 2.82387606e+01  1.32671677e+05 
 2.82768965e+01  1.76767006e+05 
 2.83128879e+01  2.35528879e+05 
 2.83462262e+01  3.13803667e+05 
 2.83762292e+01  4.18002028e+05 
 2.84019854e+01  5.56571400e+05 
 2.84222815e+01  7.40585236e+05 
 2.84355081e+01  9.84457359e+05 
 2.84395398e+01  1.30677252e+06 
 2.84315854e+01  1.73119096e+06 
 2.84080059e+01  2.28732879e+06 
 2.83641041e+01  3.01143232e+06 
 2.82938982e+01  3.94655967e+06 
 2.81899141e+01  5.14188352e+06 
 2.80430552e+01  6.65070135e+06 
 2.78426529e+01  8.52688297e+06 
 2.75768379e+01  1.08198933e+07 
 2.72333853e+01  1.35691791e+07 
 2.68011267e+01  1.67993497e+07 
 2.62718509e+01  2.05177625e+07 
 2.56423426e+01  2.47154913e+07 
 2.49159623e+01  2.93713887e+07 
 2.41031438e+01  3.44577644e+07 
 2.32204909e+01  3.99458264e+07 
 2.22886760e+01  4.58095526e+07 
 2.13297720e+01  5.20275915e+07 
 2.03647582e+01  5.85835284e+07 
 1.94117252e+01  6.54651615e+07 
 1.84849509e+01  7.26633868e+07 
 1.75947395e+01  8.01710908e+07 
 1.67477752e+01  8.79822475e+07 
 1.59477381e+01  9.60912733e+07 
 1.51959895e+01  1.04492616e+08 
 1.44922099e+01  1.13180527e+08 
 1.38349350e+01  1.22148954e+08 
 1.32219763e+01  1.31391525e+08 
 1.26507337e+01  1.40901563e+08 
 1.21184181e+01  1.50672141e+08 
 1.16222041e+01  1.60696131e+08 
 1.11593294e+01  1.70966261e+08 
 1.07271564e+01  1.81475170e+08 
 1.03232071e+01  1.92215449e+08 
 9.94517912e+00  2.03179683e+08 
 9.59095087e+00  2.14360477e+08 
 9.25857775e+00  2.25750491e+08 
 8.94628437e+00  2.37342452e+08 
 8.65245397e+00  2.49129173e+08 
 8.37561657e+00  2.61103565e+08 
 8.11443677e+00  2.73258645e+08 
 7.86770182e+00  2.85587542e+08 
 7.63431021e+00  2.98083502e+08 
 7.41326098e+00  3.10739886e+08 
 7.20364394e+00  3.23550176e+08 
 7.00463066e+00  3.36507970e+08 
 6.81546638e+00  3.49606983e+08 
 6.63546262e+00  3.62841043e+08 
 6.46399061e+00  3.76204089e+08 
 6.30047540e+00  3.89690172e+08 
 6.14439051e+00  4.03293442e+08 
 5.99525324e+00  4.17008156e+08 
 5.85262039e+00  4.30828664e+08 
 5.71608451e+00  4.44749413e+08 
 5.58527049e+00  4.58764938e+08 
 5.45983252e+00  4.72869860e+08 
 5.33945140e+00  4.87058882e+08 
 5.22383209e+00  5.01326784e+08 
 5.11270154e+00  5.15668420e+08 
 5.00580672e+00  5.30078715e+08 
 4.90291286e+00  5.44552658e+08 
 4.80380187e+00  5.59085300e+08 
 4.70827091e+00  5.73671751e+08 
 4.61613111e+00  5.88307173e+08 
 4.52720638e+00  6.02986780e+08 
 4.44133240e+00  6.17705831e+08 
 4.35835563e+00  6.32459628e+08 
 4.27813246e+00  6.47243513e+08 
 4.20052845e+00  6.62052860e+08 
 4.12541757e+00  6.76883077e+08 
 4.05268159e+00  6.91729599e+08 
 3.98220947e+00  7.06587885e+08 
 3.91389684e+00  7.21453414e+08 
 3.84764549e+00  7.36321684e+08 
 3.78336293e+00  7.51188204e+08 
 3.72096197e+00  7.66048498e+08 
 3.66036035e+00  7.80898092e+08 
 3.60148042e+00  7.95732519e+08 
 3.54424876e+00  8.10547313e+08 
 3.48859594e+00  8.25338006e+08 
 3.43445626e+00  8.40100125e+08 
 3.38176744e+00  8.54829188e+08 
 3.33047046e+00  8.69520707e+08 
 3.28050933e+00  8.84170178e+08 
 3.23183086e+00  8.98773084e+08 
 3.18438453e+00  9.13324891e+08 
 3.13812230e+00  9.27821049e+08 
 3.09299847e+00  9.42256985e+08 
 3.04896952e+00  9.56628106e+08 
 3.00599398e+00  9.70929799e+08 
 2.96403234e+00  9.85157425e+08 
 2.92304690e+00  9.99306324e+08 
 2.88300168e+00  1.01337181e+09 
 2.84386231e+00  1.02734918e+09 
 2.80559596e+00  1.04123370e+09 
 2.76817124e+00  1.05502062e+09 
 2.73155814e+00  1.06870517e+09 
 2.69572794e+00  1.08228256e+09 
 2.66065312e+00  1.09574798e+09 
 2.62630735e+00  1.10909661e+09 
 2.59266540e+00  1.12232362e+09 
 2.55970307e+00  1.13542417e+09 
 2.52739718e+00  1.14839341e+09 
 2.49572548e+00  1.16122651e+09 
 2.46466663e+00  1.17391863e+09 
 2.43420015e+00  1.18646494e+09 
 2.40430637e+00  1.19886062e+09 
 2.37496642e+00  1.21110090e+09 
 2.34616217e+00  1.22318100e+09 
 2.31787622e+00  1.23509620e+09 
 2.29009184e+00  1.24684182e+09 
 2.26279297e+00  1.25841321e+09 
 2.23596417e+00  1.26980580e+09 
 2.20959063e+00  1.28101506e+09 
 2.18365808e+00  1.29203656e+09 
 2.15815286e+00  1.30286593e+09 
 2.13306180e+00  1.31349888e+09 
 2.10837229e+00  1.32393125e+09 
 2.08407218e+00  1.33415895e+09 
 2.06014984e+00  1.34417801e+09 
 2.03659406e+00  1.35398461e+09 
 2.01339412e+00  1.36357502e+09 
 1.99053970e+00  1.37294568e+09 
 1.96802090e+00  1.38209315e+09 
 1.94582823e+00  1.39101415e+09 
 1.92395258e+00  1.39970558e+09 
 1.90238522e+00  1.40816448e+09 
 1.88111778e+00  1.41638808e+09 
 1.86014222e+00  1.42437379e+09 
 1.83945086e+00  1.43211919e+09 
 1.81903633e+00  1.43962207e+09 
 1.79889158e+00  1.44688040e+09 
 1.77900984e+00  1.45389237e+09 
 1.75938467e+00  1.46065634e+09 
 1.74000987e+00  1.46717092e+09 
 1.72087952e+00  1.47343489e+09 
 1.70198797e+00  1.47944726e+09 
 1.68332982e+00  1.48520724e+09 
 1.66489988e+00  1.49071427e+09 
 1.64669323e+00  1.49596799e+09 
 1.62870514e+00  1.50096824e+09 
 1.61093110e+00  1.50571510e+09 
 1.59336682e+00  1.51020883e+09 
 1.57600817e+00  1.51444991e+09 
 1.55885123e+00  1.51843901e+09 
 1.54189224e+00  1.52217702e+09 
 1.52512763e+00  1.52566501e+09 
 1.50855397e+00  1.52890424e+09 
 1.49216800e+00  1.53189617e+09 
 1.47596658e+00  1.53464241e+09 
 1.45994674e+00  1.53714478e+09 
 1.44410561e+00  1.53940525e+09 
 1.42844047e+00  1.54142595e+09 
 1.41294870e+00  1.54320916e+09 
 1.39762779e+00  1.54475734e+09 
 1.38247535e+00  1.54607305e+09 
 1.36748907e+00  1.54715901e+09 
 1.35266675e+00  1.54801806e+09 
 1.33800626e+00  1.54865315e+09 
 1.32350555e+00  1.54906735e+09 
 1.30916266e+00  1.54926383e+09 
 1.29497570e+00  1.54924587e+09 
 1.28094284e+00  1.54901681e+09 
 1.26706231e+00  1.54858009e+09 
 1.25333239e+00  1.54793922e+09 
 1.23975144e+00  1.54709778e+09 
 1.22631783e+00  1.54605940e+09 
 1.21303002e+00  1.54482776e+09 
 1.19988648e+00  1.54340659e+09 
 1.18688572e+00  1.54179966e+09 
 1.17402630e+00  1.54001076e+09 
 1.16130681e+00  1.53804372e+09 
 1.14872585e+00  1.53590237e+09 
 1.13628207e+00  1.53359057e+09 
 1.12397414e+00  1.53111218e+09 
 1.11180075e+00  1.52847106e+09 
 1.09976060e+00  1.52567106e+09 
 1.08785242e+00  1.52271604e+09 
 1.07607496e+00  1.51960982e+09 
 1.06442697e+00  1.51635623e+09 
 1.05290723e+00  1.51295905e+09 
 1.04151452e+00  1.50942207e+09 
 1.03024764e+00  1.50574900e+09 
 1.01910539e+00  1.50194357e+09 
 1.00808659e+00  1.49800944e+09 
 9.97190056e-01  1.49395025e+09 
 9.86414615e-01  1.48976957e+09 
 9.75759104e-01  1.48547096e+09 
 9.65222363e-01  1.48105791e+09 
 9.54803236e-01  1.47653387e+09 
 9.44500574e-01  1.47190224e+09 
 9.34313230e-01  1.46716637e+09 
 9.24240062e-01  1.46232955e+09 
 9.14279931e-01  1.45739501e+09 
 9.04431702e-01  1.45236595e+09 
 8.94694243e-01  1.44724547e+09 
 8.85066424e-01  1.44203666e+09 
 8.75547120e-01  1.43674252e+09 
 8.66135207e-01  1.43136599e+09 
 8.56829566e-01  1.42590998e+09 
 8.47629080e-01  1.42037731e+09 
 8.38532635e-01  1.41477076e+09 
 8.29539120e-01  1.40909304e+09 
 8.20647429e-01  1.40334679e+09 
 8.11856459e-01  1.39753462e+09 
 8.03165108e-01  1.39165906e+09 
 7.94572281e-01  1.38572259e+09 
 7.86076887e-01  1.37972762e+09 
 7.77677837e-01  1.37367652e+09 
 7.69374049e-01  1.36757159e+09 
 7.61164444e-01  1.36141507e+09 
 7.53047947e-01  1.35520916e+09 
 7.45023492e-01  1.34895600e+09 
 7.37090013e-01  1.34265766e+09 
 7.29246455e-01  1.33631618e+09 
 7.21491765e-01  1.32993354e+09 
 7.13824897e-01  1.32351165e+09 
 7.06244812e-01  1.31705239e+09 
 6.98750476e-01  1.31055758e+09 
 6.91340864e-01  1.30402901e+09 
 6.84014955e-01  1.29746839e+09 
 6.76771737e-01  1.29087740e+09 
 6.69610205e-01  1.28425769e+09 
 6.62529361e-01  1.27761083e+09 
 6.55528215e-01  1.27093837e+09 
 6.48605784e-01  1.26424182e+09 
 6.41761095e-01  1.25752262e+09 
 6.34993179e-01  1.25078221e+09 
 6.28301081e-01  1.24402195e+09 
 6.21683849e-01  1.23724319e+09 
 6.15140543e-01  1.23044721e+09 
 6.08670230e-01  1.22363530e+09 
 6.02271987e-01  1.21680867e+09 
 5.95944898e-01  1.20996850e+09 
 5.89688058e-01  1.20311597e+09 
 5.83500570e-01  1.19625219e+09 
 5.77381545e-01  1.18937824e+09 
 5.71330106e-01  1.18249519e+09 
 5.65345384e-01  1.17560406e+09 
 5.59426517e-01  1.16870585e+09 
 5.53572655e-01  1.16180152e+09 
 5.47782958e-01  1.15489201e+09 
 5.42056594e-01  1.14797823e+09 
 5.36392739e-01  1.14106107e+09 
 5.30790581e-01  1.13414138e+09 
 5.25249317e-01  1.12721999e+09 
 5.19768153e-01  1.12029772e+09 
 5.14346304e-01  1.11337533e+09 
 5.08982996e-01  1.10645359e+09 
 5.03677462e-01  1.09953324e+09 
 4.98428948e-01  1.09261499e+09 
 4.93236705e-01  1.08569954e+09 
 4.88099998e-01  1.07878755e+09 
 4.83018098e-01  1.07187968e+09 
 4.77990286e-01  1.06497657e+09 
 4.73015854e-01  1.05807881e+09 
 4.68094102e-01  1.05118702e+09 
 4.63224338e-01  1.04430177e+09 
 4.58405882e-01  1.03742362e+09 
 4.53638060e-01  1.03055310e+09 
 gmid5           ft5            
 2.46741622e+01  3.80241170e+00 
 2.51163510e+01  4.98885258e+00 
 2.54796303e+01  6.54908166e+00 
 2.57785266e+01  8.60191361e+00 
 2.60254936e+01  1.13042458e+01 
 2.62309403e+01  1.48633602e+01 
 2.64034040e+01  1.95532276e+01 
 2.65497876e+01  2.57361267e+01 
 2.66756111e+01  3.38913192e+01 
 2.67852520e+01  4.46531014e+01 
 2.68821590e+01  5.88613161e+01 
 2.69690356e+01  7.76284313e+01 
 2.70479922e+01  1.02428651e+02 
 2.71206717e+01  1.35216339e+02 
 2.71883496e+01  1.78583448e+02 
 2.72520140e+01  2.35968880e+02 
 2.73124292e+01  3.11936990e+02 
 2.73701849e+01  4.12548182e+02 
 2.74257354e+01  5.45852180e+02 
 2.74794286e+01  7.22544757e+02 
 2.75315300e+01  9.56842248e+02 
 2.75822391e+01  1.26764625e+03 
 2.76317031e+01  1.68009494e+03 
 2.76800256e+01  2.22762935e+03 
 2.77272729e+01  2.95474512e+03 
 2.77734778e+01  3.92065630e+03 
 2.78186403e+01  5.20417092e+03 
 2.78627262e+01  6.91017440e+03 
 2.79056630e+01  9.17824134e+03 
 2.79473329e+01  1.21940559e+04 
 2.79875620e+01  1.62045226e+04 
 2.80261050e+01  2.15376976e+04 
 2.80626247e+01  2.86289629e+04 
 2.80966637e+01  3.80551946e+04 
 2.81276076e+01  5.05789995e+04 
 2.81546354e+01  6.72053335e+04 
 2.81766564e+01  8.92528215e+04 
 2.81922278e+01  1.18441584e+05 
 2.81994512e+01  1.56997905e+05 
 2.81958434e+01  2.07772946e+05 
 2.81781816e+01  2.74367103e+05 
 2.81423260e+01  3.61242519e+05 
 2.80830292e+01  4.73793668e+05 
 2.79937604e+01  6.18331208e+05 
 2.78665880e+01  8.01923235e+05 
 2.76921951e+01  1.03204130e+06 
 2.74601303e+01  1.31599082e+06 
 2.71594066e+01  1.66017631e+06 
 2.67795362e+01  2.06934865e+06 
 2.63119861e+01  2.54605662e+06 
 2.57518646e+01  3.09051156e+06 
 2.50994459e+01  3.70094040e+06 
 2.43610370e+01  4.37430399e+06 
 2.35488026e+01  5.10711770e+06 
 2.26794924e+01  5.89611425e+06 
 2.17724056e+01  6.73861313e+06 
 2.08471572e+01  7.63260693e+06 
 1.99217801e+01  8.57666163e+06 
 1.90114749e+01  9.56974055e+06 
 1.81280553e+01  1.06110297e+07 
 1.72799558e+01  1.16998019e+07 
 1.64725974e+01  1.28353290e+07 
 1.57089224e+01  1.40168335e+07 
 1.49899621e+01  1.52434698e+07 
 1.43153554e+01  1.65143227e+07 
 1.36837837e+01  1.78284156e+07 
 1.30933127e+01  1.91847228e+07 
 1.25416495e+01  2.05821826e+07 
 1.20263279e+01  2.20197097e+07 
 1.15448377e+01  2.34962055e+07 
 1.10947109e+01  2.50105670e+07 
 1.06735769e+01  2.65616945e+07 
 1.02791946e+01  2.81484961e+07 
 9.90946991e+00  2.97698930e+07 
 9.56246134e+00  3.14248220e+07 
 9.23637975e+00  3.31122380e+07 
 8.92958296e+00  3.48311160e+07 
 8.64056805e+00  3.65804514e+07 
 8.36796206e+00  3.83592616e+07 
 8.11051227e+00  4.01665855e+07 
 7.86707624e+00  4.20014839e+07 
 7.63661235e+00  4.38630396e+07 
 7.41817063e+00  4.57503567e+07 
 7.21088436e+00  4.76625602e+07 
 7.01396222e+00  4.95987961e+07 
 6.82668112e+00  5.15582299e+07 
 6.64837974e+00  5.35400470e+07 
 6.47845258e+00  5.55434515e+07 
 6.31634467e+00  5.75676656e+07 
 6.16154676e+00  5.96119294e+07 
 6.01359096e+00  6.16754997e+07 
 5.87204695e+00  6.37576497e+07 
 5.73651838e+00  6.58576684e+07 
 5.60663981e+00  6.79748601e+07 
 5.48207386e+00  7.01085431e+07 
 5.36250868e+00  7.22580502e+07 
 5.24765569e+00  7.44227272e+07 
 5.13724749e+00  7.66019328e+07 
 5.03103603e+00  7.87950379e+07 
 4.92879096e+00  8.10014248e+07 
 4.83029812e+00  8.32204873e+07 
 4.73535814e+00  8.54516294e+07 
 4.64378526e+00  8.76942652e+07 
 4.55540621e+00  8.99478184e+07 
 4.47005917e+00  9.22117213e+07 
 4.38759290e+00  9.44854150e+07 
 4.30786587e+00  9.67683479e+07 
 4.23074551e+00  9.90599763e+07 
 4.15610755e+00  1.01359763e+08 
 4.08383535e+00  1.03667176e+08 
 4.01381937e+00  1.05981691e+08 
 3.94595662e+00  1.08302788e+08 
 3.88015017e+00  1.10629950e+08 
 3.81630876e+00  1.12962665e+08 
 3.75434634e+00  1.15300426e+08 
 3.69418175e+00  1.17642726e+08 
 3.63573834e+00  1.19989063e+08 
 3.57894370e+00  1.22338933e+08 
 3.52372935e+00  1.24691836e+08 
 3.47003045e+00  1.27047272e+08 
 3.41778563e+00  1.29404738e+08 
 3.36693669e+00  1.31763734e+08 
 3.31742843e+00  1.34123754e+08 
 3.26920844e+00  1.36484293e+08 
 3.22222696e+00  1.38844840e+08 
 3.17643665e+00  1.41204883e+08 
 3.13179250e+00  1.43563903e+08 
 3.08825165e+00  1.45921377e+08 
 3.04577327e+00  1.48276774e+08 
 3.00431843e+00  1.50629557e+08 
 2.96385001e+00  1.52979183e+08 
 2.92433254e+00  1.55325096e+08 
 2.88573216e+00  1.57666735e+08 
 2.84801649e+00  1.60003524e+08 
 2.81115457e+00  1.62334879e+08 
 2.77511674e+00  1.64660203e+08 
 2.73987460e+00  1.66978884e+08 
 2.70540091e+00  1.69290298e+08 
 2.67166955e+00  1.71593805e+08 
 2.63865546e+00  1.73888749e+08 
 2.60633452e+00  1.76174457e+08 
 2.57468360e+00  1.78450238e+08 
 2.54368039e+00  1.80715383e+08 
 2.51330347e+00  1.82969164e+08 
 2.48353215e+00  1.85210829e+08 
 2.45434653e+00  1.87439610e+08 
 2.42572737e+00  1.89654713e+08 
 2.39765613e+00  1.91855323e+08 
 2.37011488e+00  1.94040602e+08 
 2.34308629e+00  1.96209687e+08 
 2.31655360e+00  1.98361691e+08 
 2.29050057e+00  2.00495704e+08 
 2.26491151e+00  2.02610789e+08 
 2.23977117e+00  2.04705985e+08 
 2.21506478e+00  2.06780308e+08 
 2.19077803e+00  2.08832746e+08 
 2.16689699e+00  2.10862266e+08 
 2.14340818e+00  2.12867810e+08 
 2.12029848e+00  2.14848297e+08 
 2.09755514e+00  2.16802625e+08 
 2.07516579e+00  2.18729672e+08 
 2.05311839e+00  2.20628297e+08 
 2.03140124e+00  2.22497343e+08 
 2.01000299e+00  2.24335636e+08 
 1.98891258e+00  2.26141991e+08 
 1.96811928e+00  2.27915213e+08 
 1.94761269e+00  2.29654099e+08 
 1.92738267e+00  2.31357446e+08 
 1.90741944e+00  2.33024045e+08 
 1.88771346e+00  2.34652694e+08 
 1.86825555e+00  2.36242198e+08 
 1.84903678e+00  2.37791374e+08 
 1.83004854e+00  2.39299052e+08 
 1.81128254e+00  2.40764085e+08 
 1.79273076e+00  2.42185350e+08 
 1.77438549e+00  2.43561755e+08 
 1.75623935e+00  2.44892242e+08 
 1.73828523e+00  2.46175790e+08 
 1.72051636e+00  2.47411426e+08 
 1.70292627e+00  2.48598225e+08 
 1.68550879e+00  2.49735314e+08 
 1.66825810e+00  2.50821881e+08 
 1.65116864e+00  2.51857174e+08 
 1.63423522e+00  2.52840509e+08 
 1.61745293e+00  2.53771272e+08 
 1.60081719e+00  2.54648924e+08 
 1.58432371e+00  2.55473000e+08 
 1.56796854e+00  2.56243116e+08 
