 gmid0.5         gain0.5        
 6.14417048e+00  1.35231833e+02 
 5.99387440e+00  1.34110826e+02 
 5.85014976e+00  1.32994870e+02 
 5.71258237e+00  1.31881973e+02 
 5.58079114e+00  1.30770287e+02 
 5.45442494e+00  1.29658082e+02 
 5.33315979e+00  1.28543728e+02 
 5.21669638e+00  1.27425674e+02 
 5.10475779e+00  1.26302431e+02 
 4.99708753e+00  1.25172563e+02 
 4.89344768e+00  1.24034671e+02 
 4.79361730e+00  1.22887386e+02 
 4.69739094e+00  1.21729362e+02 
 4.60457737e+00  1.20559269e+02 
 4.51499832e+00  1.19375793e+02 
 4.42848750e+00  1.18177630e+02 
 4.34488953e+00  1.16963489e+02 
 4.26405915e+00  1.15732095e+02 
 4.18586033e+00  1.14482188e+02 
 4.11016564e+00  1.13212536e+02 
 4.03685553e+00  1.11921933e+02 
 3.96581775e+00  1.10609217e+02 
 3.89694681e+00  1.09273274e+02 
 3.83014345e+00  1.07913051e+02 
 3.76531424e+00  1.06527572e+02 
 3.70237111e+00  1.05115948e+02 
 3.64123101e+00  1.03677394e+02 
 3.58181553e+00  1.02211245e+02 
 3.52405060e+00  1.00716973e+02 
 3.46786619e+00  9.91942006e+01 
 3.41319603e+00  9.76427178e+01 
 3.35997738e+00  9.60624985e+01 
 3.30815078e+00  9.44537137e+01 
 3.25765988e+00  9.28167440e+01 
 3.20845116e+00  9.11521911e+01 
 3.16047387e+00  8.94608857e+01 
 3.11367974e+00  8.77438939e+01 
 3.06802292e+00  8.60025200e+01 
 3.02345979e+00  8.42383058e+01 
 2.97994885e+00  8.24530274e+01 
 2.93745056e+00  8.06486872e+01 
 2.89592729e+00  7.88275033e+01 
 2.85534315e+00  7.69918944e+01 
 2.81566393e+00  7.51444619e+01 
 2.77685699e+00  7.32879686e+01 
 2.73889118e+00  7.14253146e+01 
 2.70173678e+00  6.95595106e+01 
 2.66536538e+00  6.76936495e+01 
 2.62974985e+00  6.58308770e+01 
 2.59486427e+00  6.39743606e+01 
 2.56068384e+00  6.21272595e+01 
 2.52718487e+00  6.02926941e+01 
 2.49434467e+00  5.84737173e+01 
 2.46214157e+00  5.66732872e+01 
 2.43055478e+00  5.48942415e+01 
 2.39956445e+00  5.31392751e+01 
 2.36915154e+00  5.14109201e+01 
 2.33929783e+00  4.97115287e+01 
 2.30998587e+00  4.80432602e+01 
 2.28119893e+00  4.64080700e+01 
 2.25292101e+00  4.48077030e+01 
 2.22513674e+00  4.32436891e+01 
 2.19783142e+00  4.17173426e+01 
 2.17099094e+00  4.02297639e+01 
 2.14460178e+00  3.87818433e+01 
 2.11865099e+00  3.73742678e+01 
 2.09312612e+00  3.60075291e+01 
 2.06801526e+00  3.46819334e+01 
 2.04330698e+00  3.33976127e+01 
 2.01899031e+00  3.21545364e+01 
 1.99505472e+00  3.09525240e+01 
 1.97149013e+00  2.97912584e+01 
 1.94828684e+00  2.86702986e+01 
 1.92543557e+00  2.75890931e+01 
 1.90292738e+00  2.65469928e+01 
 1.88075372e+00  2.55432631e+01 
 1.85890635e+00  2.45770962e+01 
 1.83737738e+00  2.36476224e+01 
 1.81615923e+00  2.27539207e+01 
 1.79524461e+00  2.18950287e+01 
 1.77462651e+00  2.10699519e+01 
 1.75429822e+00  2.02776721e+01 
 1.73425327e+00  1.95171550e+01 
 1.71448543e+00  1.87873572e+01 
 1.69498873e+00  1.80872321e+01 
 1.67575742e+00  1.74157360e+01 
 1.65678596e+00  1.67718320e+01 
 1.63806903e+00  1.61544951e+01 
 1.61960148e+00  1.55627150e+01 
 1.60137839e+00  1.49954998e+01 
 1.58339499e+00  1.44518783e+01 
 1.56564669e+00  1.39309020e+01 
 1.54812906e+00  1.34316469e+01 
 1.53083782e+00  1.29532152e+01 
 1.51376887e+00  1.24947358e+01 
 1.49691820e+00  1.20553651e+01 
 1.48028198e+00  1.16342880e+01 
 1.46385647e+00  1.12307174e+01 
 1.44763810e+00  1.08438948e+01 
 1.43162336e+00  1.04730901e+01 
 1.41580889e+00  1.01176010e+01 
 1.40019142e+00  9.77675315e+00 
 1.38476778e+00  9.44989917e+00 
 1.36953489e+00  9.13641842e+00 
 1.35448977e+00  8.83571621e+00 
 1.33962953e+00  8.54722317e+00 
 1.32495133e+00  8.27039448e+00 
 1.31045246e+00  8.00470914e+00 
 1.29613022e+00  7.74966916e+00 
 1.28198203e+00  7.50479879e+00 
 1.26800536e+00  7.26964368e+00 
 1.25419774e+00  7.04377009e+00 
 1.24055675e+00  6.82676410e+00 
 1.22708005e+00  6.61823079e+00 
 1.21376535e+00  6.41779349e+00 
 1.20061038e+00  6.22509299e+00 
 1.18761296e+00  6.03978679e+00 
 1.17477094e+00  5.86154838e+00 
 1.16208221e+00  5.69006655e+00 
 1.14954470e+00  5.52504467e+00 
 1.13715640e+00  5.36620002e+00 
 1.12491532e+00  5.21326321e+00 
 1.11281951e+00  5.06597748e+00 
 1.10086705e+00  4.92409818e+00 
 1.08905609e+00  4.78739216e+00 
 1.07738475e+00  4.65563721e+00 
 1.06585124e+00  4.52862159e+00 
 1.05445376e+00  4.40614348e+00 
 1.04319055e+00  4.28801052e+00 
 1.03205990e+00  4.17403935e+00 
 1.02106009e+00  4.06405516e+00 
 1.01018944e+00  3.95789131e+00 
 9.99446308e-01  3.85538888e+00 
 9.88829059e-01  3.75639635e+00 
 9.78336086e-01  3.66076919e+00 
 9.67965805e-01  3.56836953e+00 
 9.57716652e-01  3.47906584e+00 
 9.47587086e-01  3.39273265e+00 
 9.37575585e-01  3.30925018e+00 
 9.27680646e-01  3.22850413e+00 
 9.17900787e-01  3.15038538e+00 
 9.08234543e-01  3.07478973e+00 
 8.98680468e-01  3.00161768e+00 
 8.89237135e-01  2.93077420e+00 
 8.79903133e-01  2.86216850e+00 
 8.70677070e-01  2.79571382e+00 
 8.61557568e-01  2.73132726e+00 
 8.52543269e-01  2.66892956e+00 
 8.43632828e-01  2.60844496e+00 
 8.34824918e-01  2.54980101e+00 
 8.26118228e-01  2.49292839e+00 
 8.17511462e-01  2.43776082e+00 
 8.09003339e-01  2.38423486e+00 
 8.00592592e-01  2.33228978e+00 
 7.92277973e-01  2.28186749e+00 
 7.84058244e-01  2.23291232e+00 
 7.75932184e-01  2.18537099e+00 
 7.67898586e-01  2.13919246e+00 
 7.59956259e-01  2.09432782e+00 
 7.52104022e-01  2.05073021e+00 
 7.44340713e-01  2.00835471e+00 
 7.36665179e-01  1.96715826e+00 
 7.29076285e-01  1.92709956e+00 
 7.21572907e-01  1.88813901e+00 
 7.14153935e-01  1.85023863e+00 
 7.06818273e-01  1.81336194e+00 
 6.99564837e-01  1.77747398e+00 
 6.92392559e-01  1.74254115e+00 
 6.85300381e-01  1.70853122e+00 
 6.78287258e-01  1.67541321e+00 
 6.71352161e-01  1.64315738e+00 
 6.64494071e-01  1.61173515e+00 
 6.57711982e-01  1.58111908e+00 
 6.51004902e-01  1.55128275e+00 
 6.44371849e-01  1.52220080e+00 
 6.37811855e-01  1.49384884e+00 
 6.31323964e-01  1.46620339e+00 
 6.24907233e-01  1.43924188e+00 
 6.18560730e-01  1.41294260e+00 
 6.12283535e-01  1.38728464e+00 
 6.06074740e-01  1.36224789e+00 
 5.99933448e-01  1.33781299e+00 
 5.93858776e-01  1.31396127e+00 
 5.87849850e-01  1.29067478e+00 
 5.81905808e-01  1.26793621e+00 
 5.76025802e-01  1.24572889e+00 
 5.70208991e-01  1.22403675e+00 
 5.64454548e-01  1.20284430e+00 
 5.58761656e-01  1.18213662e+00 
 5.53129510e-01  1.16189930e+00 
 5.47557314e-01  1.14211845e+00 
 5.42044285e-01  1.12278069e+00 
 5.36589649e-01  1.10387307e+00 
 5.31192642e-01  1.08538314e+00 
 5.25852513e-01  1.06729885e+00 
 5.20568519e-01  1.04960858e+00 
 5.15339928e-01  1.03230111e+00 
 5.10166017e-01  1.01536560e+00 
 5.05046076e-01  9.98791571e-01 
 4.99979401e-01  9.82568923e-01 
 4.94965300e-01  9.66687877e-01 
 4.90003091e-01  9.51138990e-01 
 4.85092101e-01  9.35913131e-01 
 4.80231666e-01  9.21001473e-01 
 4.75421131e-01  9.06395480e-01 
 4.70659851e-01  8.92086899e-01 
 4.65947190e-01  8.78067744e-01 
 4.61282522e-01  8.64330290e-01 
 4.56665229e-01  8.50867060e-01 
 gmid2           gain2          
 2.50846257e+01  2.85065361e+02 
 2.54518836e+01  3.14491091e+02 
 2.57551512e+01  3.41530351e+02 
 2.60067207e+01  3.65622830e+02 
 2.62168821e+01  3.86503644e+02 
 2.63940878e+01  4.04167966e+02 
 2.65451816e+01  4.18805005e+02 
 2.66756445e+01  4.30724599e+02 
 2.67898288e+01  4.40292726e+02 
 2.68911686e+01  4.47883447e+02 
 2.69823593e+01  4.53848069e+02 
 2.70655088e+01  4.58498642e+02 
 2.71422608e+01  4.62101738e+02 
 2.72138937e+01  4.64878722e+02 
 2.72814006e+01  4.67009596e+02 
 2.73455517e+01  4.68638442e+02 
 2.74069443e+01  4.69879203e+02 
 2.74660410e+01  4.70821150e+02 
 2.75231999e+01  4.71533716e+02 
 2.75786982e+01  4.72070574e+02 
 2.76327498e+01  4.72472998e+02 
 2.76855191e+01  4.72772569e+02 
 2.77371315e+01  4.72993314e+02 
 2.77876809e+01  4.73153378e+02 
 2.78372354e+01  4.73266317e+02 
 2.78858406e+01  4.73342074e+02 
 2.79335219e+01  4.73387707e+02 
 2.79802847e+01  4.73407902e+02 
 2.80261139e+01  4.73405324e+02 
 2.80709708e+01  4.73380802e+02 
 2.81147886e+01  4.73333386e+02 
 2.81574661e+01  4.73260255e+02 
 2.81988577e+01  4.73156489e+02 
 2.82387606e+01  4.73014668e+02 
 2.82768965e+01  4.72824290e+02 
 2.83128879e+01  4.72570952e+02 
 2.83462262e+01  4.72235255e+02 
 2.83762292e+01  4.71791373e+02 
 2.84019854e+01  4.71205234e+02 
 2.84222815e+01  4.70432252e+02 
 2.84355081e+01  4.69414626e+02 
 2.84395398e+01  4.68078253e+02 
 2.84315854e+01  4.66329518e+02 
 2.84080059e+01  4.64052426e+02 
 2.83641041e+01  4.61106995e+02 
 2.82938982e+01  4.57330306e+02 
 2.81899141e+01  4.52542156e+02 
 2.80430552e+01  4.46557518e+02 
 2.78426529e+01  4.39207498e+02 
 2.75768379e+01  4.30368546e+02 
 2.72333853e+01  4.19996151e+02 
 2.68011267e+01  4.08154876e+02 
 2.62718509e+01  3.95033839e+02 
 2.56423426e+01  3.80938504e+02 
 2.49159623e+01  3.66256977e+02 
 2.41031438e+01  3.51408807e+02 
 2.32204909e+01  3.36790987e+02 
 2.22886760e+01  3.22735473e+02 
 2.13297720e+01  3.09486140e+02 
 2.03647582e+01  2.97195150e+02 
 1.94117252e+01  2.85933370e+02 
 1.84849509e+01  2.75707905e+02 
 1.75947395e+01  2.66481022e+02 
 1.67477752e+01  2.58186959e+02 
 1.59477381e+01  2.50745127e+02 
 1.51959895e+01  2.44069562e+02 
 1.44922099e+01  2.38075144e+02 
 1.38349350e+01  2.32681344e+02 
 1.32219763e+01  2.27814198e+02 
 1.26507337e+01  2.23407125e+02 
 1.21184181e+01  2.19400999e+02 
 1.16222041e+01  2.15743801e+02 
 1.11593294e+01  2.12390056e+02 
 1.07271564e+01  2.09300160e+02 
 1.03232071e+01  2.06439714e+02 
 9.94517912e+00  2.03778871e+02 
 9.59095087e+00  2.01291744e+02 
 9.25857775e+00  1.98955871e+02 
 8.94628437e+00  1.96751749e+02 
 8.65245397e+00  1.94662423e+02 
 8.37561657e+00  1.92673129e+02 
 8.11443677e+00  1.90770993e+02 
 7.86770182e+00  1.88944768e+02 
 7.63431021e+00  1.87184606e+02 
 7.41326098e+00  1.85481872e+02 
 7.20364394e+00  1.83828974e+02 
 7.00463066e+00  1.82219224e+02 
 6.81546638e+00  1.80646718e+02 
 6.63546262e+00  1.79106227e+02 
 6.46399061e+00  1.77593112e+02 
 6.30047540e+00  1.76103243e+02 
 6.14439051e+00  1.74632933e+02 
 5.99525324e+00  1.73178876e+02 
 5.85262039e+00  1.71738101e+02 
 5.71608451e+00  1.70307921e+02 
 5.58527049e+00  1.68885897e+02 
 5.45983252e+00  1.67469803e+02 
 5.33945140e+00  1.66057592e+02 
 5.22383209e+00  1.64647370e+02 
 5.11270154e+00  1.63237375e+02 
 5.00580672e+00  1.61825947e+02 
 4.90291286e+00  1.60411518e+02 
 4.80380187e+00  1.58992586e+02 
 4.70827091e+00  1.57567706e+02 
 4.61613111e+00  1.56135473e+02 
 4.52720638e+00  1.54694510e+02 
 4.44133240e+00  1.53243460e+02 
 4.35835563e+00  1.51780975e+02 
 4.27813246e+00  1.50305709e+02 
 4.20052845e+00  1.48816313e+02 
 4.12541757e+00  1.47311432e+02 
 4.05268159e+00  1.45789699e+02 
 3.98220947e+00  1.44249738e+02 
 3.91389684e+00  1.42690164e+02 
 3.84764549e+00  1.41109583e+02 
 3.78336293e+00  1.39506599e+02 
 3.72096197e+00  1.37879820e+02 
 3.66036035e+00  1.36227866e+02 
 3.60148042e+00  1.34549377e+02 
 3.54424876e+00  1.32843030e+02 
 3.48859594e+00  1.31107547e+02 
 3.43445626e+00  1.29341714e+02 
 3.38176744e+00  1.27544399e+02 
 3.33047046e+00  1.25714568e+02 
 3.28050933e+00  1.23851310e+02 
 3.23183086e+00  1.21953852e+02 
 3.18438453e+00  1.20021587e+02 
 3.13812230e+00  1.18054095e+02 
 3.09299847e+00  1.16051163e+02 
 3.04896952e+00  1.14012810e+02 
 3.00599398e+00  1.11939307e+02 
 2.96403234e+00  1.09831195e+02 
 2.92304690e+00  1.07689304e+02 
 2.88300168e+00  1.05514766e+02 
 2.84386231e+00  1.03309026e+02 
 2.80559596e+00  1.01073847e+02 
 2.76817124e+00  9.88113135e+01 
 2.73155814e+00  9.65238299e+01 
 2.69572794e+00  9.42141090e+01 
 2.66065312e+00  9.18851608e+01 
 2.62630735e+00  8.95402728e+01 
 2.59266540e+00  8.71829859e+01 
 2.55970307e+00  8.48170648e+01 
 2.52739718e+00  8.24464645e+01 
 2.49572548e+00  8.00752926e+01 
 2.46466663e+00  7.77077683e+01 
 2.43420015e+00  7.53481790e+01 
 2.40430637e+00  7.30008364e+01 
 2.37496642e+00  7.06700307e+01 
 2.34616217e+00  6.83599870e+01 
 2.31787622e+00  6.60748219e+01 
 2.29009184e+00  6.38185036e+01 
 2.26279297e+00  6.15948143e+01 
 2.23596417e+00  5.94073174e+01 
 2.20959063e+00  5.72593283e+01 
 2.18365808e+00  5.51538909e+01 
 2.15815286e+00  5.30937585e+01 
 2.13306180e+00  5.10813802e+01 
 2.10837229e+00  4.91188922e+01 
 2.08407218e+00  4.72081143e+01 
 2.06014984e+00  4.53505507e+01 
 2.03659406e+00  4.35473951e+01 
 2.01339412e+00  4.17995397e+01 
 1.99053970e+00  4.01075872e+01 
 1.96802090e+00  3.84718656e+01 
 1.94582823e+00  3.68924453e+01 
 1.92395258e+00  3.53691577e+01 
 1.90238522e+00  3.39016150e+01 
 1.88111778e+00  3.24892306e+01 
 1.86014222e+00  3.11312398e+01 
 1.83945086e+00  2.98267207e+01 
 1.81903633e+00  2.85746142e+01 
 1.79889158e+00  2.73737437e+01 
 1.77900984e+00  2.62228335e+01 
 1.75938467e+00  2.51205267e+01 
 1.74000987e+00  2.40654015e+01 
 1.72087952e+00  2.30559865e+01 
 1.70198797e+00  2.20907744e+01 
 1.68332982e+00  2.11682349e+01 
 1.66489988e+00  2.02868258e+01 
 1.64669323e+00  1.94450030e+01 
 1.62870514e+00  1.86412295e+01 
 1.61093110e+00  1.78739831e+01 
 1.59336682e+00  1.71417630e+01 
 1.57600817e+00  1.64430955e+01 
 1.55885123e+00  1.57765384e+01 
 1.54189224e+00  1.51406853e+01 
 1.52512763e+00  1.45341684e+01 
 1.50855397e+00  1.39556611e+01 
 1.49216800e+00  1.34038798e+01 
 1.47596658e+00  1.28775851e+01 
 1.45994674e+00  1.23755825e+01 
 1.44410561e+00  1.18967233e+01 
 1.42844047e+00  1.14399039e+01 
 1.41294870e+00  1.10040662e+01 
 1.39762779e+00  1.05881968e+01 
 1.38247535e+00  1.01913262e+01 
 1.36748907e+00  9.81252801e+00 
 1.35266675e+00  9.45091795e+00 
 1.33800626e+00  9.10565258e+00 
 1.32350555e+00  8.77592808e+00 
 1.30916266e+00  8.46097898e+00 
 1.29497570e+00  8.16007674e+00 
 1.28094284e+00  7.87252842e+00 
 1.26706231e+00  7.59767526e+00 
 1.25333239e+00  7.33489125e+00 
 1.23975144e+00  7.08358177e+00 
 1.22631783e+00  6.84318221e+00 
 1.21303002e+00  6.61315660e+00 
 1.19988648e+00  6.39299630e+00 
 1.18688572e+00  6.18221873e+00 
 1.17402630e+00  5.98036607e+00 
 1.16130681e+00  5.78700410e+00 
 1.14872585e+00  5.60172101e+00 
 1.13628207e+00  5.42412628e+00 
 1.12397414e+00  5.25384960e+00 
 1.11180075e+00  5.09053983e+00 
 1.09976060e+00  4.93386403e+00 
 1.08785242e+00  4.78350649e+00 
 1.07607496e+00  4.63916785e+00 
 1.06442697e+00  4.50056421e+00 
 1.05290723e+00  4.36742635e+00 
 1.04151452e+00  4.23949890e+00 
 1.03024764e+00  4.11653965e+00 
 1.01910539e+00  3.99831883e+00 
 1.00808659e+00  3.88461843e+00 
 9.97190056e-01  3.77523158e+00 
 9.86414615e-01  3.66996195e+00 
 9.75759104e-01  3.56862318e+00 
 9.65222363e-01  3.47103835e+00 
 9.54803236e-01  3.37703948e+00 
 9.44500574e-01  3.28646700e+00 
 9.34313230e-01  3.19916937e+00 
 9.24240062e-01  3.11500260e+00 
 9.14279931e-01  3.03382985e+00 
 9.04431702e-01  2.95552107e+00 
 8.94694243e-01  2.87995260e+00 
 8.85066424e-01  2.80700686e+00 
 8.75547120e-01  2.73657203e+00 
 8.66135207e-01  2.66854171e+00 
 8.56829566e-01  2.60281464e+00 
 8.47629080e-01  2.53929448e+00 
 8.38532635e-01  2.47788948e+00 
 8.29539120e-01  2.41851227e+00 
 8.20647429e-01  2.36107965e+00 
 8.11856459e-01  2.30551232e+00 
 8.03165108e-01  2.25173474e+00 
 7.94572281e-01  2.19967488e+00 
 7.86076887e-01  2.14926409e+00 
 7.77677837e-01  2.10043685e+00 
 7.69374049e-01  2.05313072e+00 
 7.61164444e-01  2.00728606e+00 
 7.53047947e-01  1.96284599e+00 
 7.45023492e-01  1.91975618e+00 
 7.37090013e-01  1.87796478e+00 
 7.29246455e-01  1.83742223e+00 
 7.21491765e-01  1.79808119e+00 
 7.13824897e-01  1.75989644e+00 
 7.06244812e-01  1.72282472e+00 
 6.98750476e-01  1.68682469e+00 
 6.91340864e-01  1.65185681e+00 
 6.84014955e-01  1.61788324e+00 
 6.76771737e-01  1.58486779e+00 
 6.69610205e-01  1.55277582e+00 
 6.62529361e-01  1.52157414e+00 
 6.55528215e-01  1.49123100e+00 
 6.48605784e-01  1.46171597e+00 
 6.41761095e-01  1.43299990e+00 
 6.34993179e-01  1.40505486e+00 
 6.28301081e-01  1.37785407e+00 
 6.21683849e-01  1.35137184e+00 
 6.15140543e-01  1.32558357e+00 
 6.08670230e-01  1.30046563e+00 
 6.02271987e-01  1.27599535e+00 
 5.95944898e-01  1.25215098e+00 
 5.89688058e-01  1.22891165e+00 
 5.83500570e-01  1.20625730e+00 
 5.77381545e-01  1.18416867e+00 
 5.71330106e-01  1.16262727e+00 
 5.65345384e-01  1.14161533e+00 
 5.59426517e-01  1.12111576e+00 
 5.53572655e-01  1.10111213e+00 
 5.47782958e-01  1.08158866e+00 
 5.42056594e-01  1.06253016e+00 
 5.36392739e-01  1.04392202e+00 
 5.30790581e-01  1.02575017e+00 
 5.25249317e-01  1.00800111e+00 
 5.19768153e-01  9.90661787e-01 
 5.14346304e-01  9.73719676e-01 
 5.08982996e-01  9.57162699e-01 
 5.03677462e-01  9.40979221e-01 
 4.98428948e-01  9.25158037e-01 
 4.93236705e-01  9.09688344e-01 
 4.88099998e-01  8.94559732e-01 
 4.83018098e-01  8.79762166e-01 
 4.77990286e-01  8.65285966e-01 
 4.73015854e-01  8.51121799e-01 
 4.68094102e-01  8.37260660e-01 
 4.63224338e-01  8.23693860e-01 
 4.58405882e-01  8.10413014e-01 
 4.53638060e-01  7.97410027e-01 
 gmid5           gain5          
 2.46741622e+01  4.11172719e+02 
 2.51163510e+01  4.99244259e+02 
 2.54796303e+01  5.97440874e+02 
 2.57785266e+01  7.03558371e+02 
 2.60254936e+01  8.14414072e+02 
 2.62309403e+01  9.26175743e+02 
 2.64034040e+01  1.03486786e+03 
 2.65497876e+01  1.13692112e+03 
 2.66756111e+01  1.22961038e+03 
 2.67852520e+01  1.31127651e+03 
 2.68821590e+01  1.38131621e+03 
 2.69690356e+01  1.43999955e+03 
 2.70479922e+01  1.48820639e+03 
 2.71206717e+01  1.52716180e+03 
 2.71883496e+01  1.55821949e+03 
 2.72520140e+01  1.58271002e+03 
 2.73124292e+01  1.60185016e+03 
 2.73701849e+01  1.61669959e+03 
 2.74257354e+01  1.62814958e+03 
 2.74794286e+01  1.63693081e+03 
 2.75315300e+01  1.64363072e+03 
 2.75822391e+01  1.64871440e+03 
 2.76317031e+01  1.65254529e+03 
 2.76800256e+01  1.65540397e+03 
 2.77272729e+01  1.65750411e+03 
 2.77734778e+01  1.65900553e+03 
 2.78186403e+01  1.66002451e+03 
 2.78627262e+01  1.66064140e+03 
 2.79056630e+01  1.66090614e+03 
 2.79473329e+01  1.66084160e+03 
 2.79875620e+01  1.66044505e+03 
 2.80261050e+01  1.65968783e+03 
 2.80626247e+01  1.65851312e+03 
 2.80966637e+01  1.65683181e+03 
 2.81276076e+01  1.65451621e+03 
 2.81546354e+01  1.65139152e+03 
 2.81766564e+01  1.64722491e+03 
 2.81922278e+01  1.64171241e+03 
 2.81994512e+01  1.63446423e+03 
 2.81958434e+01  1.62499012e+03 
 2.81781816e+01  1.61268785e+03 
 2.81423260e+01  1.59684004e+03 
 2.80830292e+01  1.57662750e+03 
 2.79937604e+01  1.55116954e+03 
 2.78665880e+01  1.51960252e+03 
 2.76921951e+01  1.48120345e+03 
 2.74601303e+01  1.43555301e+03 
 2.71594066e+01  1.38271094e+03 
 2.67795362e+01  1.32335299e+03 
 2.63119861e+01  1.25880756e+03 
 2.57518646e+01  1.19094879e+03 
 2.50994459e+01  1.12195355e+03 
 2.43610370e+01  1.05398828e+03 
 2.35488026e+01  9.88921369e+02 
 2.26794924e+01  9.28137898e+02 
 2.17724056e+01  8.72483103e+02 
 2.08471572e+01  8.22311579e+02 
 1.99217801e+01  7.77595763e+02 
 1.90114749e+01  7.38049344e+02 
 1.81280553e+01  7.03236859e+02 
 1.72799558e+01  6.72657198e+02 
 1.64725974e+01  6.45800109e+02 
 1.57089224e+01  6.22180293e+02 
 1.49899621e+01  6.01355220e+02 
 1.43153554e+01  5.82932194e+02 
 1.36837837e+01  5.66568908e+02 
 1.30933127e+01  5.51970437e+02 
 1.25416495e+01  5.38884545e+02 
 1.20263279e+01  5.27096454e+02 
 1.15448377e+01  5.16423683e+02 
 1.10947109e+01  5.06711305e+02 
 1.06735769e+01  4.97827732e+02 
 1.02791946e+01  4.89661063e+02 
 9.90946991e+00  4.82115974e+02 
 9.56246134e+00  4.75111082e+02 
 9.23637975e+00  4.68576736e+02 
 8.92958296e+00  4.62453170e+02 
 8.64056805e+00  4.56688957e+02 
 8.36796206e+00  4.51239717e+02 
 8.11051227e+00  4.46067039e+02 
 7.86707624e+00  4.41137585e+02 
 7.63661235e+00  4.36422330e+02 
 7.41817063e+00  4.31895933e+02 
 7.21088436e+00  4.27536202e+02 
 7.01396222e+00  4.23323648e+02 
 6.82668112e+00  4.19241104e+02 
 6.64837974e+00  4.15273406e+02 
 6.47845258e+00  4.11407119e+02 
 6.31634467e+00  4.07630308e+02 
 6.16154676e+00  4.03932337e+02 
 6.01359096e+00  4.00303703e+02 
 5.87204695e+00  3.96735885e+02 
 5.73651838e+00  3.93221228e+02 
 5.60663981e+00  3.89752824e+02 
 5.48207386e+00  3.86324429e+02 
 5.36250868e+00  3.82930374e+02 
 5.24765569e+00  3.79565499e+02 
 5.13724749e+00  3.76225086e+02 
 5.03103603e+00  3.72904810e+02 
 4.92879096e+00  3.69600687e+02 
 4.83029812e+00  3.66309032e+02 
 4.73535814e+00  3.63026421e+02 
 4.64378526e+00  3.59749655e+02 
 4.55540621e+00  3.56475735e+02 
 4.47005917e+00  3.53201824e+02 
 4.38759290e+00  3.49925231e+02 
 4.30786587e+00  3.46643382e+02 
 4.23074551e+00  3.43353799e+02 
 4.15610755e+00  3.40054082e+02 
 4.08383535e+00  3.36741887e+02 
 4.01381937e+00  3.33414910e+02 
 3.94595662e+00  3.30070871e+02 
 3.88015017e+00  3.26707501e+02 
 3.81630876e+00  3.23322520e+02 
 3.75434634e+00  3.19913632e+02 
 3.69418175e+00  3.16478510e+02 
 3.63573834e+00  3.13014784e+02 
 3.57894370e+00  3.09520032e+02 
 3.52372935e+00  3.05991772e+02 
 3.47003045e+00  3.02427459e+02 
 3.41778563e+00  2.98824472e+02 
 3.36693669e+00  2.95180122e+02 
 3.31742843e+00  2.91491645e+02 
 3.26920844e+00  2.87756207e+02 
 3.22222696e+00  2.83970910e+02 
 3.17643665e+00  2.80132805e+02 
 3.13179250e+00  2.76238899e+02 
 3.08825165e+00  2.72286179e+02 
 3.04577327e+00  2.68271633e+02 
 3.00431843e+00  2.64192276e+02 
 2.96385001e+00  2.60045186e+02 
 2.92433254e+00  2.55827545e+02 
 2.88573216e+00  2.51536677e+02 
 2.84801649e+00  2.47170109e+02 
 2.81115457e+00  2.42725619e+02 
 2.77511674e+00  2.38201306e+02 
 2.73987460e+00  2.33595652e+02 
 2.70540091e+00  2.28907600e+02 
 2.67166955e+00  2.24136621e+02 
 2.63865546e+00  2.19282801e+02 
 2.60633452e+00  2.14346908e+02 
 2.57468360e+00  2.09330474e+02 
 2.54368039e+00  2.04235862e+02 
 2.51330347e+00  1.99066330e+02 
 2.48353215e+00  1.93826086e+02 
 2.45434653e+00  1.88520327e+02 
 2.42572737e+00  1.83155264e+02 
 2.39765613e+00  1.77738134e+02 
 2.37011488e+00  1.72277181e+02 
 2.34308629e+00  1.66781624e+02 
 2.31655360e+00  1.61261599e+02 
 2.29050057e+00  1.55728071e+02 
 2.26491151e+00  1.50192738e+02 
 2.23977117e+00  1.44667895e+02 
 2.21506478e+00  1.39166292e+02 
 2.19077803e+00  1.33700968e+02 
 2.16689699e+00  1.28285084e+02 
 2.14340818e+00  1.22931734e+02 
 2.12029848e+00  1.17653770e+02 
 2.09755514e+00  1.12463620e+02 
 2.07516579e+00  1.07373121e+02 
 2.05311839e+00  1.02393360e+02 
 2.03140124e+00  9.75345456e+01 
 2.01000299e+00  9.28058831e+01 
 1.98891258e+00  8.82154905e+01 
 1.96811928e+00  8.37703305e+01 
 1.94761269e+00  7.94761715e+01 
 1.92738267e+00  7.53375737e+01 
 1.90741944e+00  7.13578990e+01 
 1.88771346e+00  6.75393424e+01 
 1.86825555e+00  6.38829832e+01 
 1.84903678e+00  6.03888508e+01 
 1.83004854e+00  5.70560048e+01 
 1.81128254e+00  5.38826228e+01 
 1.79273076e+00  5.08660952e+01 
 1.77438549e+00  4.80031231e+01 
 1.75623935e+00  4.52898164e+01 
 1.73828523e+00  4.27217902e+01 
 1.72051636e+00  4.02942574e+01 
 1.70292627e+00  3.80021167e+01 
 1.68550879e+00  3.58400332e+01 
 1.66825810e+00  3.38025134e+01 
 1.65116864e+00  3.18839711e+01 
 1.63423522e+00  3.00787874e+01 
 1.61745293e+00  2.83813614e+01 
 1.60081719e+00  2.67861549e+01 
 1.58432371e+00  2.52877297e+01 
 1.56796854e+00  2.38807778e+01 
