 vgt0.5          gmid0.5        
 3.22262159e-01  6.14417048e+00 
 3.32199260e-01  5.99387440e+00 
 3.42136351e-01  5.85014976e+00 
 3.52073431e-01  5.71258237e+00 
 3.62010503e-01  5.58079114e+00 
 3.71947565e-01  5.45442494e+00 
 3.81884619e-01  5.33315979e+00 
 3.91821665e-01  5.21669638e+00 
 4.01758704e-01  5.10475779e+00 
 4.11695736e-01  4.99708753e+00 
 4.21632761e-01  4.89344768e+00 
 4.31569779e-01  4.79361730e+00 
 4.41506792e-01  4.69739094e+00 
 4.51443800e-01  4.60457737e+00 
 4.61380802e-01  4.51499832e+00 
 4.71317800e-01  4.42848750e+00 
 4.81254794e-01  4.34488953e+00 
 4.91191783e-01  4.26405915e+00 
 5.01128768e-01  4.18586033e+00 
 5.11065750e-01  4.11016564e+00 
 5.21002729e-01  4.03685553e+00 
 5.30939705e-01  3.96581775e+00 
 5.40876679e-01  3.89694681e+00 
 5.50813650e-01  3.83014345e+00 
 5.60750619e-01  3.76531424e+00 
 5.70687586e-01  3.70237111e+00 
 5.80624551e-01  3.64123101e+00 
 5.90561515e-01  3.58181553e+00 
 6.00498478e-01  3.52405060e+00 
 6.10435440e-01  3.46786619e+00 
 6.20372401e-01  3.41319603e+00 
 6.30309362e-01  3.35997738e+00 
 6.40246322e-01  3.30815078e+00 
 6.50183282e-01  3.25765988e+00 
 6.60120242e-01  3.20845116e+00 
 6.70057203e-01  3.16047387e+00 
 6.79994163e-01  3.11367974e+00 
 6.89931125e-01  3.06802292e+00 
 6.99868087e-01  3.02345979e+00 
 7.09805050e-01  2.97994885e+00 
 7.19742013e-01  2.93745056e+00 
 7.29678978e-01  2.89592729e+00 
 7.39615945e-01  2.85534315e+00 
 7.49552912e-01  2.81566393e+00 
 7.59489882e-01  2.77685699e+00 
 7.69426853e-01  2.73889118e+00 
 7.79363826e-01  2.70173678e+00 
 7.89300800e-01  2.66536538e+00 
 7.99237777e-01  2.62974985e+00 
 8.09174756e-01  2.59486427e+00 
 8.19111738e-01  2.56068384e+00 
 8.29048722e-01  2.52718487e+00 
 8.38985708e-01  2.49434467e+00 
 8.48922697e-01  2.46214157e+00 
 8.58859689e-01  2.43055478e+00 
 8.68796683e-01  2.39956445e+00 
 8.78733681e-01  2.36915154e+00 
 8.88670682e-01  2.33929783e+00 
 8.98607685e-01  2.30998587e+00 
 9.08544692e-01  2.28119893e+00 
 9.18481702e-01  2.25292101e+00 
 9.28418716e-01  2.22513674e+00 
 9.38355733e-01  2.19783142e+00 
 9.48292753e-01  2.17099094e+00 
 9.58229777e-01  2.14460178e+00 
 9.68166805e-01  2.11865099e+00 
 9.78103837e-01  2.09312612e+00 
 9.88040872e-01  2.06801526e+00 
 9.97977912e-01  2.04330698e+00 
 1.00791495e+00  2.01899031e+00 
 1.01785200e+00  1.99505472e+00 
 1.02778905e+00  1.97149013e+00 
 1.03772611e+00  1.94828684e+00 
 1.04766317e+00  1.92543557e+00 
 1.05760023e+00  1.90292738e+00 
 1.06753730e+00  1.88075372e+00 
 1.07747437e+00  1.85890635e+00 
 1.08741145e+00  1.83737738e+00 
 1.09734853e+00  1.81615923e+00 
 1.10728562e+00  1.79524461e+00 
 1.11722271e+00  1.77462651e+00 
 1.12715981e+00  1.75429822e+00 
 1.13709691e+00  1.73425327e+00 
 1.14703401e+00  1.71448543e+00 
 1.15697112e+00  1.69498873e+00 
 1.16690824e+00  1.67575742e+00 
 1.17684536e+00  1.65678596e+00 
 1.18678248e+00  1.63806903e+00 
 1.19671961e+00  1.61960148e+00 
 1.20665675e+00  1.60137839e+00 
 1.21659389e+00  1.58339499e+00 
 1.22653103e+00  1.56564669e+00 
 1.23646818e+00  1.54812906e+00 
 1.24640534e+00  1.53083782e+00 
 1.25634250e+00  1.51376887e+00 
 1.26627967e+00  1.49691820e+00 
 1.27621684e+00  1.48028198e+00 
 1.28615401e+00  1.46385647e+00 
 1.29609120e+00  1.44763810e+00 
 1.30602838e+00  1.43162336e+00 
 1.31596558e+00  1.41580889e+00 
 1.32590277e+00  1.40019142e+00 
 1.33583998e+00  1.38476778e+00 
 1.34577719e+00  1.36953489e+00 
 1.35571440e+00  1.35448977e+00 
 1.36565162e+00  1.33962953e+00 
 1.37558885e+00  1.32495133e+00 
 1.38552608e+00  1.31045246e+00 
 1.39546332e+00  1.29613022e+00 
 1.40540056e+00  1.28198203e+00 
 1.41533781e+00  1.26800536e+00 
 1.42527507e+00  1.25419774e+00 
 1.43521233e+00  1.24055675e+00 
 1.44514959e+00  1.22708005e+00 
 1.45508687e+00  1.21376535e+00 
 1.46502414e+00  1.20061038e+00 
 1.47496143e+00  1.18761296e+00 
 1.48489872e+00  1.17477094e+00 
 1.49483601e+00  1.16208221e+00 
 1.50477331e+00  1.14954470e+00 
 1.51471062e+00  1.13715640e+00 
 1.52464794e+00  1.12491532e+00 
 1.53458526e+00  1.11281951e+00 
 1.54452258e+00  1.10086705e+00 
 1.55445991e+00  1.08905609e+00 
 1.56439725e+00  1.07738475e+00 
 1.57433460e+00  1.06585124e+00 
 1.58427195e+00  1.05445376e+00 
 1.59420930e+00  1.04319055e+00 
 1.60414666e+00  1.03205990e+00 
 1.61408403e+00  1.02106009e+00 
 1.62402141e+00  1.01018944e+00 
 1.63395879e+00  9.99446308e-01 
 1.64389617e+00  9.88829059e-01 
 1.65383357e+00  9.78336086e-01 
 1.66377097e+00  9.67965805e-01 
 1.67370837e+00  9.57716652e-01 
 1.68364579e+00  9.47587086e-01 
 1.69358320e+00  9.37575585e-01 
 1.70352063e+00  9.27680646e-01 
 1.71345806e+00  9.17900787e-01 
 1.72339550e+00  9.08234543e-01 
 1.73333294e+00  8.98680468e-01 
 1.74327039e+00  8.89237135e-01 
 1.75320785e+00  8.79903133e-01 
 1.76314531e+00  8.70677070e-01 
 1.77308278e+00  8.61557568e-01 
 1.78302025e+00  8.52543269e-01 
 1.79295774e+00  8.43632828e-01 
 1.80289522e+00  8.34824918e-01 
 1.81283272e+00  8.26118228e-01 
 1.82277022e+00  8.17511462e-01 
 1.83270773e+00  8.09003339e-01 
 1.84264524e+00  8.00592592e-01 
 1.85258276e+00  7.92277973e-01 
 1.86252029e+00  7.84058244e-01 
 1.87245782e+00  7.75932184e-01 
 1.88239536e+00  7.67898586e-01 
 1.89233291e+00  7.59956259e-01 
 1.90227046e+00  7.52104022e-01 
 1.91220802e+00  7.44340713e-01 
 1.92214559e+00  7.36665179e-01 
 1.93208316e+00  7.29076285e-01 
 1.94202074e+00  7.21572907e-01 
 1.95195833e+00  7.14153935e-01 
 1.96189592e+00  7.06818273e-01 
 1.97183352e+00  6.99564837e-01 
 1.98177113e+00  6.92392559e-01 
 1.99170874e+00  6.85300381e-01 
 2.00164636e+00  6.78287258e-01 
 2.01158398e+00  6.71352161e-01 
 2.02152161e+00  6.64494071e-01 
 2.03145925e+00  6.57711982e-01 
 2.04139690e+00  6.51004902e-01 
 2.05133455e+00  6.44371849e-01 
 2.06127221e+00  6.37811855e-01 
 2.07120988e+00  6.31323964e-01 
 2.08114755e+00  6.24907233e-01 
 2.09108523e+00  6.18560730e-01 
 2.10102291e+00  6.12283535e-01 
 2.11096060e+00  6.06074740e-01 
 2.12089830e+00  5.99933448e-01 
 2.13083601e+00  5.93858776e-01 
 2.14077372e+00  5.87849850e-01 
 2.15071144e+00  5.81905808e-01 
 2.16064917e+00  5.76025802e-01 
 2.17058690e+00  5.70208991e-01 
 2.18052464e+00  5.64454548e-01 
 2.19046238e+00  5.58761656e-01 
 2.20040014e+00  5.53129510e-01 
 2.21033790e+00  5.47557314e-01 
 2.22027566e+00  5.42044285e-01 
 2.23021344e+00  5.36589649e-01 
 2.24015122e+00  5.31192642e-01 
 2.25008900e+00  5.25852513e-01 
 2.26002680e+00  5.20568519e-01 
 2.26996460e+00  5.15339928e-01 
 2.27990240e+00  5.10166017e-01 
 2.28984022e+00  5.05046076e-01 
 2.29977804e+00  4.99979401e-01 
 2.30971586e+00  4.94965300e-01 
 2.31965370e+00  4.90003091e-01 
 2.32959154e+00  4.85092101e-01 
 2.33952939e+00  4.80231666e-01 
 2.34946724e+00  4.75421131e-01 
 2.35940510e+00  4.70659851e-01 
 2.36934297e+00  4.65947190e-01 
 2.37928084e+00  4.61282522e-01 
 2.38921873e+00  4.56665229e-01 
 vgt2            gmid2          
-5.81926707e-01  2.50846257e+01 
-5.71960486e-01  2.54518836e+01 
-5.61995735e-01  2.57551512e+01 
-5.52032441e-01  2.60067207e+01 
-5.42070581e-01  2.62168821e+01 
-5.32110128e-01  2.63940878e+01 
-5.22151043e-01  2.65451816e+01 
-5.12193286e-01  2.66756445e+01 
-5.02236809e-01  2.67898288e+01 
-4.92281560e-01  2.68911686e+01 
-4.82327486e-01  2.69823593e+01 
-4.72374530e-01  2.70655088e+01 
-4.62422637e-01  2.71422608e+01 
-4.52471750e-01  2.72138937e+01 
-4.42521811e-01  2.72814006e+01 
-4.32572767e-01  2.73455517e+01 
-4.22624563e-01  2.74069443e+01 
-4.12677147e-01  2.74660410e+01 
-4.02730470e-01  2.75231999e+01 
-3.92784486e-01  2.75786982e+01 
-3.82839149e-01  2.76327498e+01 
-3.72894417e-01  2.76855191e+01 
-3.62950250e-01  2.77371315e+01 
-3.53006612e-01  2.77876809e+01 
-3.43063467e-01  2.78372354e+01 
-3.33120783e-01  2.78858406e+01 
-3.23178530e-01  2.79335219e+01 
-3.13236679e-01  2.79802847e+01 
-3.03295204e-01  2.80261139e+01 
-2.93354081e-01  2.80709708e+01 
-2.83413286e-01  2.81147886e+01 
-2.73472800e-01  2.81574661e+01 
-2.63532601e-01  2.81988577e+01 
-2.53592673e-01  2.82387606e+01 
-2.43652998e-01  2.82768965e+01 
-2.33713560e-01  2.83128879e+01 
-2.23774345e-01  2.83462262e+01 
-2.13835339e-01  2.83762292e+01 
-2.03896529e-01  2.84019854e+01 
-1.93957905e-01  2.84222815e+01 
-1.84019454e-01  2.84355081e+01 
-1.74081167e-01  2.84395398e+01 
-1.64143034e-01  2.84315854e+01 
-1.54205047e-01  2.84080059e+01 
-1.44267196e-01  2.83641041e+01 
-1.34329475e-01  2.82938982e+01 
-1.24391877e-01  2.81899141e+01 
-1.14454393e-01  2.80430552e+01 
-1.04517019e-01  2.78426529e+01 
-9.45797477e-02  2.75768379e+01 
-8.46425742e-02  2.72333853e+01 
-7.47054930e-02  2.68011267e+01 
-6.47684995e-02  2.62718509e+01 
-5.48315888e-02  2.56423426e+01 
-4.48947569e-02  2.49159623e+01 
-3.49579995e-02  2.41031438e+01 
-2.50213129e-02  2.32204909e+01 
-1.50846935e-02  2.22886760e+01 
-5.14813787e-03  2.13297720e+01 
 4.78835712e-03  2.03647582e+01 
 1.47247945e-02  1.94117252e+01 
 2.46611772e-02  1.84849509e+01 
 3.45975077e-02  1.75947395e+01 
 4.45337888e-02  1.67477752e+01 
 5.44700227e-02  1.59477381e+01 
 6.44062119e-02  1.51959895e+01 
 7.43423583e-02  1.44922099e+01 
 8.42784641e-02  1.38349350e+01 
 9.42145312e-02  1.32219763e+01 
 1.04150561e-01  1.26507337e+01 
 1.14086557e-01  1.21184181e+01 
 1.24022518e-01  1.16222041e+01 
 1.33958448e-01  1.11593294e+01 
 1.43894348e-01  1.07271564e+01 
 1.53830218e-01  1.03232071e+01 
 1.63766061e-01  9.94517912e+00 
 1.73701878e-01  9.59095087e+00 
 1.83637670e-01  9.25857775e+00 
 1.93573438e-01  8.94628437e+00 
 2.03509183e-01  8.65245397e+00 
 2.13444906e-01  8.37561657e+00 
 2.23380609e-01  8.11443677e+00 
 2.33316292e-01  7.86770182e+00 
 2.43251957e-01  7.63431021e+00 
 2.53187603e-01  7.41326098e+00 
 2.63123233e-01  7.20364394e+00 
 2.73058847e-01  7.00463066e+00 
 2.82994445e-01  6.81546638e+00 
 2.92930028e-01  6.63546262e+00 
 3.02865598e-01  6.46399061e+00 
 3.12801154e-01  6.30047540e+00 
 3.22736698e-01  6.14439051e+00 
 3.32672230e-01  5.99525324e+00 
 3.42607751e-01  5.85262039e+00 
 3.52543261e-01  5.71608451e+00 
 3.62478761e-01  5.58527049e+00 
 3.72414251e-01  5.45983252e+00 
 3.82349732e-01  5.33945140e+00 
 3.92285205e-01  5.22383209e+00 
 4.02220669e-01  5.11270154e+00 
 4.12156126e-01  5.00580672e+00 
 4.22091576e-01  4.90291286e+00 
 4.32027019e-01  4.80380187e+00 
 4.41962455e-01  4.70827091e+00 
 4.51897886e-01  4.61613111e+00 
 4.61833311e-01  4.52720638e+00 
 4.71768730e-01  4.44133240e+00 
 4.81704145e-01  4.35835563e+00 
 4.91639556e-01  4.27813246e+00 
 5.01574962e-01  4.20052845e+00 
 5.11510364e-01  4.12541757e+00 
 5.21445763e-01  4.05268159e+00 
 5.31381158e-01  3.98220947e+00 
 5.41316551e-01  3.91389684e+00 
 5.51251941e-01  3.84764549e+00 
 5.61187328e-01  3.78336293e+00 
 5.71122714e-01  3.72096197e+00 
 5.81058097e-01  3.66036035e+00 
 5.90993479e-01  3.60148042e+00 
 6.00928859e-01  3.54424876e+00 
 6.10864238e-01  3.48859594e+00 
 6.20799616e-01  3.43445626e+00 
 6.30734994e-01  3.38176744e+00 
 6.40670371e-01  3.33047046e+00 
 6.50605747e-01  3.28050933e+00 
 6.60541123e-01  3.23183086e+00 
 6.70476500e-01  3.18438453e+00 
 6.80411876e-01  3.13812230e+00 
 6.90347253e-01  3.09299847e+00 
 7.00282631e-01  3.04896952e+00 
 7.10218009e-01  3.00599398e+00 
 7.20153388e-01  2.96403234e+00 
 7.30088768e-01  2.92304690e+00 
 7.40024149e-01  2.88300168e+00 
 7.49959532e-01  2.84386231e+00 
 7.59894916e-01  2.80559596e+00 
 7.69830302e-01  2.76817124e+00 
 7.79765689e-01  2.73155814e+00 
 7.89701079e-01  2.69572794e+00 
 7.99636470e-01  2.66065312e+00 
 8.09571864e-01  2.62630735e+00 
 8.19507259e-01  2.59266540e+00 
 8.29442658e-01  2.55970307e+00 
 8.39378058e-01  2.52739718e+00 
 8.49313461e-01  2.49572548e+00 
 8.59248867e-01  2.46466663e+00 
 8.69184276e-01  2.43420015e+00 
 8.79119688e-01  2.40430637e+00 
 8.89055102e-01  2.37496642e+00 
 8.98990520e-01  2.34616217e+00 
 9.08925941e-01  2.31787622e+00 
 9.18861365e-01  2.29009184e+00 
 9.28796793e-01  2.26279297e+00 
 9.38732224e-01  2.23596417e+00 
 9.48667658e-01  2.20959063e+00 
 9.58603097e-01  2.18365808e+00 
 9.68538539e-01  2.15815286e+00 
 9.78473984e-01  2.13306180e+00 
 9.88409434e-01  2.10837229e+00 
 9.98344887e-01  2.08407218e+00 
 1.00828034e+00  2.06014984e+00 
 1.01821581e+00  2.03659406e+00 
 1.02815127e+00  2.01339412e+00 
 1.03808674e+00  1.99053970e+00 
 1.04802222e+00  1.96802090e+00 
 1.05795769e+00  1.94582823e+00 
 1.06789318e+00  1.92395258e+00 
 1.07782867e+00  1.90238522e+00 
 1.08776416e+00  1.88111778e+00 
 1.09769965e+00  1.86014222e+00 
 1.10763516e+00  1.83945086e+00 
 1.11757066e+00  1.81903633e+00 
 1.12750617e+00  1.79889158e+00 
 1.13744169e+00  1.77900984e+00 
 1.14737721e+00  1.75938467e+00 
 1.15731273e+00  1.74000987e+00 
 1.16724826e+00  1.72087952e+00 
 1.17718380e+00  1.70198797e+00 
 1.18711934e+00  1.68332982e+00 
 1.19705488e+00  1.66489988e+00 
 1.20699043e+00  1.64669323e+00 
 1.21692599e+00  1.62870514e+00 
 1.22686155e+00  1.61093110e+00 
 1.23679712e+00  1.59336682e+00 
 1.24673269e+00  1.57600817e+00 
 1.25666826e+00  1.55885123e+00 
 1.26660384e+00  1.54189224e+00 
 1.27653943e+00  1.52512763e+00 
 1.28647503e+00  1.50855397e+00 
 1.29641062e+00  1.49216800e+00 
 1.30634623e+00  1.47596658e+00 
 1.31628184e+00  1.45994674e+00 
 1.32621745e+00  1.44410561e+00 
 1.33615307e+00  1.42844047e+00 
 1.34608870e+00  1.41294870e+00 
 1.35602433e+00  1.39762779e+00 
 1.36595997e+00  1.38247535e+00 
 1.37589561e+00  1.36748907e+00 
 1.38583126e+00  1.35266675e+00 
 1.39576691e+00  1.33800626e+00 
 1.40570258e+00  1.32350555e+00 
 1.41563824e+00  1.30916266e+00 
 1.42557391e+00  1.29497570e+00 
 1.43550959e+00  1.28094284e+00 
 1.44544528e+00  1.26706231e+00 
 1.45538097e+00  1.25333239e+00 
 1.46531666e+00  1.23975144e+00 
 1.47525237e+00  1.22631783e+00 
 1.48518807e+00  1.21303002e+00 
 1.49512379e+00  1.19988648e+00 
 1.50505951e+00  1.18688572e+00 
 1.51499524e+00  1.17402630e+00 
 1.52493097e+00  1.16130681e+00 
 1.53486671e+00  1.14872585e+00 
 1.54480245e+00  1.13628207e+00 
 1.55473820e+00  1.12397414e+00 
 1.56467396e+00  1.11180075e+00 
 1.57460972e+00  1.09976060e+00 
 1.58454549e+00  1.08785242e+00 
 1.59448127e+00  1.07607496e+00 
 1.60441705e+00  1.06442697e+00 
 1.61435284e+00  1.05290723e+00 
 1.62428864e+00  1.04151452e+00 
 1.63422444e+00  1.03024764e+00 
 1.64416024e+00  1.01910539e+00 
 1.65409606e+00  1.00808659e+00 
 1.66403188e+00  9.97190056e-01 
 1.67396771e+00  9.86414615e-01 
 1.68390354e+00  9.75759104e-01 
 1.69383938e+00  9.65222363e-01 
 1.70377522e+00  9.54803236e-01 
 1.71371108e+00  9.44500574e-01 
 1.72364694e+00  9.34313230e-01 
 1.73358280e+00  9.24240062e-01 
 1.74351867e+00  9.14279931e-01 
 1.75345455e+00  9.04431702e-01 
 1.76339044e+00  8.94694243e-01 
 1.77332633e+00  8.85066424e-01 
 1.78326223e+00  8.75547120e-01 
 1.79319813e+00  8.66135207e-01 
 1.80313404e+00  8.56829566e-01 
 1.81306996e+00  8.47629080e-01 
 1.82300588e+00  8.38532635e-01 
 1.83294181e+00  8.29539120e-01 
 1.84287775e+00  8.20647429e-01 
 1.85281370e+00  8.11856459e-01 
 1.86274965e+00  8.03165108e-01 
 1.87268561e+00  7.94572281e-01 
 1.88262157e+00  7.86076887e-01 
 1.89255754e+00  7.77677837e-01 
 1.90249352e+00  7.69374049e-01 
 1.91242950e+00  7.61164444e-01 
 1.92236549e+00  7.53047947e-01 
 1.93230149e+00  7.45023492e-01 
 1.94223750e+00  7.37090013e-01 
 1.95217351e+00  7.29246455e-01 
 1.96210952e+00  7.21491765e-01 
 1.97204555e+00  7.13824897e-01 
 1.98198158e+00  7.06244812e-01 
 1.99191762e+00  6.98750476e-01 
 2.00185366e+00  6.91340864e-01 
 2.01178972e+00  6.84014955e-01 
 2.02172577e+00  6.76771737e-01 
 2.03166184e+00  6.69610205e-01 
 2.04159791e+00  6.62529361e-01 
 2.05153399e+00  6.55528215e-01 
 2.06147008e+00  6.48605784e-01 
 2.07140617e+00  6.41761095e-01 
 2.08134227e+00  6.34993179e-01 
 2.09127837e+00  6.28301081e-01 
 2.10121449e+00  6.21683849e-01 
 2.11115061e+00  6.15140543e-01 
 2.12108673e+00  6.08670230e-01 
 2.13102287e+00  6.02271987e-01 
 2.14095901e+00  5.95944898e-01 
 2.15089516e+00  5.89688058e-01 
 2.16083131e+00  5.83500570e-01 
 2.17076747e+00  5.77381545e-01 
 2.18070364e+00  5.71330106e-01 
 2.19063981e+00  5.65345384e-01 
 2.20057600e+00  5.59426517e-01 
 2.21051219e+00  5.53572655e-01 
 2.22044838e+00  5.47782958e-01 
 2.23038458e+00  5.42056594e-01 
 2.24032079e+00  5.36392739e-01 
 2.25025701e+00  5.30790581e-01 
 2.26019323e+00  5.25249317e-01 
 2.27012946e+00  5.19768153e-01 
 2.28006570e+00  5.14346304e-01 
 2.29000195e+00  5.08982996e-01 
 2.29993820e+00  5.03677462e-01 
 2.30987445e+00  4.98428948e-01 
 2.31981072e+00  4.93236705e-01 
 2.32974699e+00  4.88099998e-01 
 2.33968327e+00  4.83018098e-01 
 2.34961956e+00  4.77990286e-01 
 2.35955585e+00  4.73015854e-01 
 2.36949215e+00  4.68094102e-01 
 2.37942846e+00  4.63224338e-01 
 2.38936477e+00  4.58405882e-01 
 2.39930109e+00  4.53638060e-01 
 vgt5            gmid5          
-5.61133919e-01  2.46741622e+01 
-5.51169053e-01  2.51163510e+01 
-5.41205717e-01  2.54796303e+01 
-5.31243896e-01  2.57785266e+01 
-5.21283568e-01  2.60254936e+01 
-5.11324701e-01  2.62309403e+01 
-5.01367259e-01  2.64034040e+01 
-4.91411197e-01  2.65497876e+01 
-4.81456466e-01  2.66756111e+01 
-4.71503014e-01  2.67852520e+01 
-4.61550783e-01  2.68821590e+01 
-4.51599715e-01  2.69690356e+01 
-4.41649753e-01  2.70479922e+01 
-4.31700837e-01  2.71206717e+01 
-4.21752908e-01  2.71883496e+01 
-4.11805908e-01  2.72520140e+01 
-4.01859782e-01  2.73124292e+01 
-3.91914477e-01  2.73701849e+01 
-3.81969941e-01  2.74257354e+01 
-3.72026124e-01  2.74794286e+01 
-3.62082981e-01  2.75315300e+01 
-3.52140467e-01  2.75822391e+01 
-3.42198541e-01  2.76317031e+01 
-3.32257165e-01  2.76800256e+01 
-3.22316302e-01  2.77272729e+01 
-3.12375919e-01  2.77734778e+01 
-3.02435983e-01  2.78186403e+01 
-2.92496466e-01  2.78627262e+01 
-2.82557340e-01  2.79056630e+01 
-2.72618579e-01  2.79473329e+01 
-2.62680161e-01  2.79875620e+01 
-2.52742063e-01  2.80261050e+01 
-2.42804265e-01  2.80626247e+01 
-2.32866747e-01  2.80966637e+01 
-2.22929493e-01  2.81276076e+01 
-2.12992486e-01  2.81546354e+01 
-2.03055710e-01  2.81766564e+01 
-1.93119152e-01  2.81922278e+01 
-1.83182798e-01  2.81994512e+01 
-1.73246637e-01  2.81958434e+01 
-1.63310657e-01  2.81781816e+01 
-1.53374846e-01  2.81423260e+01 
-1.43439197e-01  2.80830292e+01 
-1.33503698e-01  2.79937604e+01 
-1.23568342e-01  2.78665880e+01 
-1.13633121e-01  2.76921951e+01 
-1.03698026e-01  2.74601303e+01 
-9.37630519e-02  2.71594066e+01 
-8.38281910e-02  2.67795362e+01 
-7.38934374e-02  2.63119861e+01 
-6.39587853e-02  2.57518646e+01 
-5.40242294e-02  2.50994459e+01 
-4.40897645e-02  2.43610370e+01 
-3.41553859e-02  2.35488026e+01 
-2.42210892e-02  2.26794924e+01 
-1.42868700e-02  2.17724056e+01 
-4.35272441e-03  2.08471572e+01 
 5.58135126e-03  1.99217801e+01 
 1.55153606e-02  1.90114749e+01 
 2.54493068e-02  1.81280553e+01 
 3.53831932e-02  1.72799558e+01 
 4.53170226e-02  1.64725974e+01 
 5.52507979e-02  1.57089224e+01 
 6.51845216e-02  1.49899621e+01 
 7.51181964e-02  1.43153554e+01 
 8.50518245e-02  1.36837837e+01 
 9.49854082e-02  1.30933127e+01 
 1.04918950e-01  1.25416495e+01 
 1.14852451e-01  1.20263279e+01 
 1.24785914e-01  1.15448377e+01 
 1.34719340e-01  1.10947109e+01 
 1.44652732e-01  1.06735769e+01 
 1.54586090e-01  1.02791946e+01 
 1.64519417e-01  9.90946991e+00 
 1.74452714e-01  9.56246134e+00 
 1.84385982e-01  9.23637975e+00 
 1.94319223e-01  8.92958296e+00 
 2.04252438e-01  8.64056805e+00 
 2.14185628e-01  8.36796206e+00 
 2.24118794e-01  8.11051227e+00 
 2.34051938e-01  7.86707624e+00 
 2.43985060e-01  7.63661235e+00 
 2.53918162e-01  7.41817063e+00 
 2.63851244e-01  7.21088436e+00 
 2.73784308e-01  7.01396222e+00 
 2.83717354e-01  6.82668112e+00 
 2.93650384e-01  6.64837974e+00 
 3.03583397e-01  6.47845258e+00 
 3.13516396e-01  6.31634467e+00 
 3.23449379e-01  6.16154676e+00 
 3.33382349e-01  6.01359096e+00 
 3.43315306e-01  5.87204695e+00 
 3.53248251e-01  5.73651838e+00 
 3.63181184e-01  5.60663981e+00 
 3.73114106e-01  5.48207386e+00 
 3.83047017e-01  5.36250868e+00 
 3.92979918e-01  5.24765569e+00 
 4.02912810e-01  5.13724749e+00 
 4.12845693e-01  5.03103603e+00 
 4.22778567e-01  4.92879096e+00 
 4.32711433e-01  4.83029812e+00 
 4.42644292e-01  4.73535814e+00 
 4.52577144e-01  4.64378526e+00 
 4.62509990e-01  4.55540621e+00 
 4.72442829e-01  4.47005917e+00 
 4.82375662e-01  4.38759290e+00 
 4.92308490e-01  4.30786587e+00 
 5.02241313e-01  4.23074551e+00 
 5.12174131e-01  4.15610755e+00 
 5.22106945e-01  4.08383535e+00 
 5.32039754e-01  4.01381937e+00 
 5.41972560e-01  3.94595662e+00 
 5.51905363e-01  3.88015017e+00 
 5.61838163e-01  3.81630876e+00 
 5.71770960e-01  3.75434634e+00 
 5.81703754e-01  3.69418175e+00 
 5.91636546e-01  3.63573834e+00 
 6.01569336e-01  3.57894370e+00 
 6.11502124e-01  3.52372935e+00 
 6.21434911e-01  3.47003045e+00 
 6.31367697e-01  3.41778563e+00 
 6.41300481e-01  3.36693669e+00 
 6.51233265e-01  3.31742843e+00 
 6.61166048e-01  3.26920844e+00 
 6.71098831e-01  3.22222696e+00 
 6.81031614e-01  3.17643665e+00 
 6.90964397e-01  3.13179250e+00 
 7.00897180e-01  3.08825165e+00 
 7.10829963e-01  3.04577327e+00 
 7.20762747e-01  3.00431843e+00 
 7.30695532e-01  2.96385001e+00 
 7.40628317e-01  2.92433254e+00 
 7.50561104e-01  2.88573216e+00 
 7.60493892e-01  2.84801649e+00 
 7.70426681e-01  2.81115457e+00 
 7.80359472e-01  2.77511674e+00 
 7.90292264e-01  2.73987460e+00 
 8.00225059e-01  2.70540091e+00 
 8.10157855e-01  2.67166955e+00 
 8.20090653e-01  2.63865546e+00 
 8.30023454e-01  2.60633452e+00 
 8.39956257e-01  2.57468360e+00 
 8.49889062e-01  2.54368039e+00 
 8.59821870e-01  2.51330347e+00 
 8.69754681e-01  2.48353215e+00 
 8.79687494e-01  2.45434653e+00 
 8.89620311e-01  2.42572737e+00 
 8.99553130e-01  2.39765613e+00 
 9.09485953e-01  2.37011488e+00 
 9.19418778e-01  2.34308629e+00 
 9.29351607e-01  2.31655360e+00 
 9.39284440e-01  2.29050057e+00 
 9.49217276e-01  2.26491151e+00 
 9.59150116e-01  2.23977117e+00 
 9.69082959e-01  2.21506478e+00 
 9.79015806e-01  2.19077803e+00 
 9.88948657e-01  2.16689699e+00 
 9.98881512e-01  2.14340818e+00 
 1.00881437e+00  2.12029848e+00 
 1.01874723e+00  2.09755514e+00 
 1.02868010e+00  2.07516579e+00 
 1.03861297e+00  2.05311839e+00 
 1.04854585e+00  2.03140124e+00 
 1.05847873e+00  2.01000299e+00 
 1.06841161e+00  1.98891258e+00 
 1.07834450e+00  1.96811928e+00 
 1.08827740e+00  1.94761269e+00 
 1.09821029e+00  1.92738267e+00 
 1.10814320e+00  1.90741944e+00 
 1.11807610e+00  1.88771346e+00 
 1.12800902e+00  1.86825555e+00 
 1.13794193e+00  1.84903678e+00 
 1.14787486e+00  1.83004854e+00 
 1.15780778e+00  1.81128254e+00 
 1.16774072e+00  1.79273076e+00 
 1.17767365e+00  1.77438549e+00 
 1.18760660e+00  1.75623935e+00 
 1.19753954e+00  1.73828523e+00 
 1.20747250e+00  1.72051636e+00 
 1.21740546e+00  1.70292627e+00 
 1.22733842e+00  1.68550879e+00 
 1.23727139e+00  1.66825810e+00 
 1.24720436e+00  1.65116864e+00 
 1.25713734e+00  1.63423522e+00 
 1.26707033e+00  1.61745293e+00 
 1.27700332e+00  1.60081719e+00 
 1.28693632e+00  1.58432371e+00 
 1.29686932e+00  1.56796854e+00 
